id,unit_id,type,title,description
10760107,107601,106,"好感度效果6",""
10760108,107601,107,"好感度效果7",""
10760109,107601,202,"★6才能开花效果",""
10760110,107601,108,"好感度效果8",""
10760111,107601,109,"好感度效果9",""
10760112,107601,110,"好感度效果10",""
10760113,107601,111,"好感度效果11",""
10770101,107701,201,"解锁效果1",""
10770102,107701,101,"好感度效果1",""
10770103,107701,102,"好感度效果2",""
10770104,107701,103,"好感度效果3",""
10770105,107701,104,"好感度效果4",""
10770106,107701,105,"好感度效果5",""
10770107,107701,106,"好感度效果6",""
10770108,107701,107,"好感度效果7",""
10780101,107801,201,"解锁效果1",""
10780102,107801,101,"好感度效果1",""
10780103,107801,102,"好感度效果2",""
10780104,107801,103,"好感度效果3",""
10780105,107801,104,"好感度效果4",""
10780106,107801,105,"好感度效果5",""
10780107,107801,106,"好感度效果6",""
10780108,107801,107,"好感度效果7",""
10780109,107801,202,"★6才能开花效果",""
10780110,107801,108,"好感度效果8",""
10780111,107801,109,"好感度效果9",""
10780112,107801,110,"好感度效果10",""
10780113,107801,111,"好感度效果11",""
10790101,107901,201,"解锁效果1",""
10790102,107901,101,"好感度效果1",""
10790103,107901,102,"好感度效果2",""
10790104,107901,103,"好感度效果3",""
10790105,107901,104,"好感度效果4",""
10790106,107901,105,"好感度效果5",""
10790107,107901,106,"好感度效果6",""
10790108,107901,107,"好感度效果7",""
10800101,108001,201,"解锁效果1",""
10800102,108001,101,"好感度效果1",""
10800103,108001,102,"好感度效果2",""
10800104,108001,103,"好感度效果3",""
10800105,108001,104,"好感度效果4",""
10800106,108001,105,"好感度效果5",""
10800107,108001,106,"好感度效果6",""
10800108,108001,107,"好感度效果7",""
10810101,108101,201,"解锁效果1",""
10810102,108101,101,"好感度效果1",""
10810103,108101,102,"好感度效果2",""
10810104,108101,103,"好感度效果3",""
10810105,108101,104,"好感度效果4",""
10810106,108101,105,"好感度效果5",""
10810107,108101,106,"好感度效果6",""
10810108,108101,107,"好感度效果7",""
10820101,108201,201,"解锁效果1",""
10820102,108201,101,"好感度效果1",""
10820103,108201,102,"好感度效果2",""
10820104,108201,103,"好感度效果3",""
10820105,108201,104,"好感度效果4",""
10820106,108201,105,"好感度效果5",""
10820107,108201,106,"好感度效果6",""
10820108,108201,107,"好感度效果7",""
10830101,108301,201,"解锁效果1",""
10830102,108301,101,"好感度效果1",""
10830103,108301,102,"好感度效果2",""
10830104,108301,103,"好感度效果3",""
10830105,108301,104,"好感度效果4",""
10830106,108301,105,"好感度效果5",""
10830107,108301,106,"好感度效果6",""
10830108,108301,107,"好感度效果7",""
10840101,108401,201,"解锁效果1",""
10840102,108401,101,"好感度效果1",""
10840103,108401,102,"好感度效果2",""
10840104,108401,103,"好感度效果3",""
10840105,108401,104,"好感度效果4",""
10840106,108401,105,"好感度效果5",""
10840107,108401,106,"好感度效果6",""
10840108,108401,107,"好感度效果7",""
10850101,108501,201,"解锁效果1",""
10850102,108501,101,"好感度效果1",""
10850103,108501,102,"好感度效果2",""
10850104,108501,103,"好感度效果3",""
10850105,108501,104,"好感度效果4",""
10850106,108501,105,"好感度效果5",""
10850107,108501,106,"好感度效果6",""
10850108,108501,107,"好感度效果7",""
10860101,108601,201,"解锁效果1",""
10860102,108601,101,"好感度效果1",""
10860103,108601,102,"好感度效果2",""
10860104,108601,103,"好感度效果3",""
10860105,108601,104,"好感度效果4",""
10860106,108601,105,"好感度效果5",""
10860107,108601,106,"好感度效果6",""
10860108,108601,107,"好感度效果7",""
10870101,108701,201,"解锁效果1",""
10870102,108701,101,"好感度效果1",""
10870103,108701,102,"好感度效果2",""
10870104,108701,103,"好感度效果3",""
10870105,108701,104,"好感度效果4",""
10870106,108701,105,"好感度效果5",""
10870107,108701,106,"好感度效果6",""
10870108,108701,107,"好感度效果7",""
10880101,108801,201,"解锁效果1",""
10880102,108801,101,"好感度效果1",""
10880103,108801,102,"好感度效果2",""
10880104,108801,103,"好感度效果3",""
10880105,108801,104,"好感度效果4",""
10880106,108801,105,"好感度效果5",""
10880107,108801,106,"好感度效果6",""
10880108,108801,107,"好感度效果7",""
10890101,108901,201,"解锁效果1",""
10890102,108901,101,"好感度效果1",""
10890103,108901,102,"好感度效果2",""
10890104,108901,103,"好感度效果3",""
10890105,108901,104,"好感度效果4",""
10890106,108901,105,"好感度效果5",""
10890107,108901,106,"好感度效果6",""
10890108,108901,107,"好感度效果7",""
10900101,109001,201,"解锁效果1",""
10900102,109001,101,"好感度效果1",""
10900103,109001,102,"好感度效果2",""
10900104,109001,103,"好感度效果3",""
10900105,109001,104,"好感度效果4",""
10900106,109001,105,"好感度效果5",""
10900107,109001,106,"好感度效果6",""
10900108,109001,107,"好感度效果7",""
10910101,109101,201,"解锁效果1",""
10910102,109101,101,"好感度效果1",""
10910103,109101,102,"好感度效果2",""
10910104,109101,103,"好感度效果3",""
10910105,109101,104,"好感度效果4",""
10910106,109101,105,"好感度效果5",""
10910107,109101,106,"好感度效果6",""
10910108,109101,107,"好感度效果7",""
10920101,109201,201,"解锁效果1",""
10920102,109201,101,"好感度效果1",""
10920103,109201,102,"好感度效果2",""
10920104,109201,103,"好感度效果3",""
10920105,109201,104,"好感度效果4",""
10920106,109201,105,"好感度效果5",""
10920107,109201,106,"好感度效果6",""
10920108,109201,107,"好感度效果7",""
10930101,109301,201,"解锁效果1",""
10930102,109301,101,"好感度效果1",""
10930103,109301,102,"好感度效果2",""
10930104,109301,103,"好感度效果3",""
10930105,109301,104,"好感度效果4",""
10930106,109301,105,"好感度效果5",""
10930107,109301,106,"好感度效果6",""
10930108,109301,107,"好感度效果7",""
10940101,109401,201,"解锁效果1",""
10940102,109401,101,"好感度效果1",""
10940103,109401,102,"好感度效果2",""
10940104,109401,103,"好感度效果3",""
10940105,109401,104,"好感度效果4",""
10940106,109401,105,"好感度效果5",""
10940107,109401,106,"好感度效果6",""
10940108,109401,107,"好感度效果7",""
10950101,109501,201,"解锁效果1",""
10950102,109501,101,"好感度效果1",""
10950103,109501,102,"好感度效果2",""
10950104,109501,103,"好感度效果3",""
10950105,109501,104,"好感度效果4",""
10950106,109501,105,"好感度效果5",""
10950107,109501,106,"好感度效果6",""
10950108,109501,107,"好感度效果7",""
10960101,109601,201,"解锁效果1",""
10960102,109601,101,"好感度效果1",""
10960103,109601,102,"好感度效果2",""
10960104,109601,103,"好感度效果3",""
10960105,109601,104,"好感度效果4",""
10960106,109601,105,"好感度效果5",""
10960107,109601,106,"好感度效果6",""
10960108,109601,107,"好感度效果7",""
10970101,109701,201,"解锁效果1",""
10970102,109701,101,"好感度效果1",""
10970103,109701,102,"好感度效果2",""
10970104,109701,103,"好感度效果3",""
10970105,109701,104,"好感度效果4",""
10970106,109701,105,"好感度效果5",""
10970107,109701,106,"好感度效果6",""
10970108,109701,107,"好感度效果7",""
10980101,109801,201,"解锁效果1",""
10980102,109801,101,"好感度效果1",""
10980103,109801,102,"好感度效果2",""
10980104,109801,103,"好感度效果3",""
10980105,109801,104,"好感度效果4",""
10980106,109801,105,"好感度效果5",""
10980107,109801,106,"好感度效果6",""
10980108,109801,107,"好感度效果7",""
10990101,109901,201,"解锁效果1",""
10990102,109901,101,"好感度效果1",""
10990103,109901,102,"好感度效果2",""
10990104,109901,103,"好感度效果3",""
10990105,109901,104,"好感度效果4",""
10990106,109901,105,"好感度效果5",""
10990107,109901,106,"好感度效果6",""
10990108,109901,107,"好感度效果7",""
11000101,110001,201,"解锁效果1",""
11000102,110001,101,"好感度效果1",""
11000103,110001,102,"好感度效果2",""
11000104,110001,103,"好感度效果3",""
11000105,110001,104,"好感度效果4",""
11000106,110001,105,"好感度效果5",""
11000107,110001,106,"好感度效果6",""
11000108,110001,107,"好感度效果7",""
11010101,110101,201,"解锁效果1",""
11010102,110101,101,"好感度效果1",""
11010103,110101,102,"好感度效果2",""
11010104,110101,103,"好感度效果3",""
11010105,110101,104,"好感度效果4",""
11010106,110101,105,"好感度效果5",""
11010107,110101,106,"好感度效果6",""
11010108,110101,107,"好感度效果7",""
11030101,110301,201,"解锁效果1",""
11030102,110301,101,"好感度效果1",""
11030103,110301,102,"好感度效果2",""
11030104,110301,103,"好感度效果3",""
11030105,110301,104,"好感度效果4",""
11030106,110301,105,"好感度效果5",""
11030107,110301,106,"好感度效果6",""
11030108,110301,107,"好感度效果7",""
11040101,110401,201,"解锁效果1",""
11040102,110401,101,"好感度效果1",""
11040103,110401,102,"好感度效果2",""
11040104,110401,103,"好感度效果3",""
11040105,110401,104,"好感度效果4",""
11040106,110401,105,"好感度效果5",""
11040107,110401,106,"好感度效果6",""
11040108,110401,107,"好感度效果7",""
11050101,110501,201,"解锁效果1",""
11050102,110501,101,"好感度效果1",""
11050103,110501,102,"好感度效果2",""
11050104,110501,103,"好感度效果3",""
11050105,110501,104,"好感度效果4",""
11050106,110501,105,"好感度效果5",""
11050107,110501,106,"好感度效果6",""
11050108,110501,107,"好感度效果7",""
11060101,110601,201,"解锁效果1",""
11060102,110601,101,"好感度效果1",""
11060103,110601,102,"好感度效果2",""
11060104,110601,103,"好感度效果3",""
11060105,110601,104,"好感度效果4",""
11060106,110601,105,"好感度效果5",""
11060107,110601,106,"好感度效果6",""
11060108,110601,107,"好感度效果7",""
11070101,110701,201,"解锁效果1",""
11070102,110701,101,"好感度效果1",""
11070103,110701,102,"好感度效果2",""
11070104,110701,103,"好感度效果3",""
11070105,110701,104,"好感度效果4",""
11070106,110701,105,"好感度效果5",""
11070107,110701,106,"好感度效果6",""
11070108,110701,107,"好感度效果7",""
11080101,110801,201,"解锁效果1",""
11080102,110801,101,"好感度效果1",""
11080103,110801,102,"好感度效果2",""
11080104,110801,103,"好感度效果3",""
11080105,110801,104,"好感度效果4",""
11080106,110801,105,"好感度效果5",""
11080107,110801,106,"好感度效果6",""
11080108,110801,107,"好感度效果7",""
11090101,110901,201,"解锁效果1",""
11090102,110901,101,"好感度效果1",""
11090103,110901,102,"好感度效果2",""
11090104,110901,103,"好感度效果3",""
11090105,110901,104,"好感度效果4",""
11090106,110901,105,"好感度效果5",""
11090107,110901,106,"好感度效果6",""
11090108,110901,107,"好感度效果7",""
11100101,111001,201,"解锁效果1",""
11100102,111001,101,"好感度效果1",""
11100103,111001,102,"好感度效果2",""
11100104,111001,103,"好感度效果3",""
11100105,111001,104,"好感度效果4",""
11100106,111001,105,"好感度效果5",""
11100107,111001,106,"好感度效果6",""
11100108,111001,107,"好感度效果7",""
11110101,111101,201,"解锁效果1",""
11110102,111101,101,"好感度效果1",""
11110103,111101,102,"好感度效果2",""
11110104,111101,103,"好感度效果3",""
11110105,111101,104,"好感度效果4",""
11110106,111101,105,"好感度效果5",""
11110107,111101,106,"好感度效果6",""
11110108,111101,107,"好感度效果7",""
11120101,111201,201,"解锁效果1",""
11120102,111201,101,"好感度效果1",""
11120103,111201,102,"好感度效果2",""
11120104,111201,103,"好感度效果3",""
11120105,111201,104,"好感度效果4",""
11120106,111201,105,"好感度效果5",""
11120107,111201,106,"好感度效果6",""
11120108,111201,107,"好感度效果7",""
11130101,111301,201,"解锁效果1",""
11130102,111301,101,"好感度效果1",""
11130103,111301,102,"好感度效果2",""
11130104,111301,103,"好感度效果3",""
11130105,111301,104,"好感度效果4",""
11130106,111301,105,"好感度效果5",""
11130107,111301,106,"好感度效果6",""
11130108,111301,107,"好感度效果7",""
11140101,111401,201,"解锁效果1",""
11140102,111401,101,"好感度效果1",""
11140103,111401,102,"好感度效果2",""
11140104,111401,103,"好感度效果3",""
11140105,111401,104,"好感度效果4",""
11140106,111401,105,"好感度效果5",""
11140107,111401,106,"好感度效果6",""
11140108,111401,107,"好感度效果7",""
11150101,111501,201,"解锁效果1",""
11150102,111501,101,"好感度效果1",""
11150103,111501,102,"好感度效果2",""
11150104,111501,103,"好感度效果3",""
11150105,111501,104,"好感度效果4",""
11150106,111501,105,"好感度效果5",""
11150107,111501,106,"好感度效果6",""
11150108,111501,107,"好感度效果7",""
11160101,111601,201,"解锁效果1",""
11160102,111601,101,"好感度效果1",""
11160103,111601,102,"好感度效果2",""
11160104,111601,103,"好感度效果3",""
11160105,111601,104,"好感度效果4",""
11160106,111601,105,"好感度效果5",""
11160107,111601,106,"好感度效果6",""
11160108,111601,107,"好感度效果7",""
11170101,111701,201,"解锁效果1",""
11170102,111701,101,"好感度效果1",""
11170103,111701,102,"好感度效果2",""
11170104,111701,103,"好感度效果3",""
11170105,111701,104,"好感度效果4",""
11170106,111701,105,"好感度效果5",""
11170107,111701,106,"好感度效果6",""
11170108,111701,107,"好感度效果7",""
11180101,111801,201,"解锁效果1",""
11180102,111801,101,"好感度效果1",""
11180103,111801,102,"好感度效果2",""
11180104,111801,103,"好感度效果3",""
11180105,111801,104,"好感度效果4",""
11180106,111801,105,"好感度效果5",""
11180107,111801,106,"好感度效果6",""
11180108,111801,107,"好感度效果7",""
11190101,111901,201,"解锁效果1",""
11190102,111901,101,"好感度效果1",""
11190103,111901,102,"好感度效果2",""
11190104,111901,103,"好感度效果3",""
11190105,111901,104,"好感度效果4",""
11190106,111901,105,"好感度效果5",""
11190107,111901,106,"好感度效果6",""
11190108,111901,107,"好感度效果7",""
11200101,112001,201,"解锁效果1",""
11200102,112001,101,"好感度效果1",""
11200103,112001,102,"好感度效果2",""
11200104,112001,103,"好感度效果3",""
11200105,112001,104,"好感度效果4",""
11200106,112001,105,"好感度效果5",""
11200107,112001,106,"好感度效果6",""
11200108,112001,107,"好感度效果7",""
11210101,112101,201,"解锁效果1",""
11210102,112101,101,"好感度效果1",""
11210103,112101,102,"好感度效果2",""
11210104,112101,103,"好感度效果3",""
11210105,112101,104,"好感度效果4",""
11210106,112101,105,"好感度效果5",""
11210107,112101,106,"好感度效果6",""
11210108,112101,107,"好感度效果7",""
11220101,112201,201,"解锁效果1",""
11220102,112201,101,"好感度效果1",""
11220103,112201,102,"好感度效果2",""
11220104,112201,103,"好感度效果3",""
11220105,112201,104,"好感度效果4",""
11220106,112201,105,"好感度效果5",""
11220107,112201,106,"好感度效果6",""
11220108,112201,107,"好感度效果7",""
11230101,112301,201,"解锁效果1",""
11230102,112301,101,"好感度效果1",""
11230103,112301,102,"好感度效果2",""
11230104,112301,103,"好感度效果3",""
11230105,112301,104,"好感度效果4",""
11230106,112301,105,"好感度效果5",""
11230107,112301,106,"好感度效果6",""
11230108,112301,107,"好感度效果7",""
11240101,112401,201,"解锁效果1",""
11240102,112401,101,"好感度效果1",""
11240103,112401,102,"好感度效果2",""
11240104,112401,103,"好感度效果3",""
11240105,112401,104,"好感度效果4",""
11240106,112401,105,"好感度效果5",""
11240107,112401,106,"好感度效果6",""
11240108,112401,107,"好感度效果7",""
11250101,112501,201,"解锁效果1",""
11250102,112501,101,"好感度效果1",""
11250103,112501,102,"好感度效果2",""
11250104,112501,103,"好感度效果3",""
11250105,112501,104,"好感度效果4",""
11250106,112501,105,"好感度效果5",""
11250107,112501,106,"好感度效果6",""
11250108,112501,107,"好感度效果7",""
11260101,112601,201,"解锁效果1",""
11260102,112601,101,"好感度效果1",""
11260103,112601,102,"好感度效果2",""
11260104,112601,103,"好感度效果3",""
11260105,112601,104,"好感度效果4",""
11260106,112601,105,"好感度效果5",""
11260107,112601,106,"好感度效果6",""
11260108,112601,107,"好感度效果7",""
11270101,112701,201,"解锁效果1",""
11270102,112701,101,"好感度效果1",""
11270103,112701,102,"好感度效果2",""
11270104,112701,103,"好感度效果3",""
11270105,112701,104,"好感度效果4",""
11270106,112701,105,"好感度效果5",""
11270107,112701,106,"好感度效果6",""
11270108,112701,107,"好感度效果7",""
11280101,112801,201,"解锁效果1",""
11280102,112801,101,"好感度效果1",""
11280103,112801,102,"好感度效果2",""
11280104,112801,103,"好感度效果3",""
11280105,112801,104,"好感度效果4",""
11280106,112801,105,"好感度效果5",""
11280107,112801,106,"好感度效果6",""
11280108,112801,107,"好感度效果7",""
11290101,112901,201,"解锁效果1",""
11290102,112901,101,"好感度效果1",""
11290103,112901,102,"好感度效果2",""
11290104,112901,103,"好感度效果3",""
11290105,112901,104,"好感度效果4",""
11290106,112901,105,"好感度效果5",""
11290107,112901,106,"好感度效果6",""
11290108,112901,107,"好感度效果7",""
11300101,113001,201,"解锁效果1",""
11300102,113001,101,"好感度效果1",""
11300103,113001,102,"好感度效果2",""
11300104,113001,103,"好感度效果3",""
11300105,113001,104,"好感度效果4",""
11300106,113001,105,"好感度效果5",""
11300107,113001,106,"好感度效果6",""
11300108,113001,107,"好感度效果7",""
11310101,113101,201,"解锁效果1",""
11310102,113101,101,"好感度效果1",""
11310103,113101,102,"好感度效果2",""
11310104,113101,103,"好感度效果3",""
11310105,113101,104,"好感度效果4",""
11310106,113101,105,"好感度效果5",""
11310107,113101,106,"好感度效果6",""
11310108,113101,107,"好感度效果7",""
11320101,113201,201,"解锁效果1",""
11320102,113201,101,"好感度效果1",""
11320103,113201,102,"好感度效果2",""
11320104,113201,103,"好感度效果3",""
11320105,113201,104,"好感度效果4",""
11320106,113201,105,"好感度效果5",""
11320107,113201,106,"好感度效果6",""
11320108,113201,107,"好感度效果7",""
11330101,113301,201,"解锁效果1",""
11330102,113301,101,"好感度效果1",""
11330103,113301,102,"好感度效果2",""
11330104,113301,103,"好感度效果3",""
11330105,113301,104,"好感度效果4",""
11330106,113301,105,"好感度效果5",""
11330107,113301,106,"好感度效果6",""
11330108,113301,107,"好感度效果7",""
11340101,113401,201,"解锁效果1",""
11340102,113401,101,"好感度效果1",""
11340103,113401,102,"好感度效果2",""
11340104,113401,103,"好感度效果3",""
11340105,113401,104,"好感度效果4",""
11340106,113401,105,"好感度效果5",""
11340107,113401,106,"好感度效果6",""
11340108,113401,107,"好感度效果7",""
11350101,113501,201,"解锁效果1",""
11350102,113501,101,"好感度效果1",""
11350103,113501,102,"好感度效果2",""
11350104,113501,103,"好感度效果3",""
11350105,113501,104,"好感度效果4",""
11350106,113501,105,"好感度效果5",""
11350107,113501,106,"好感度效果6",""
11350108,113501,107,"好感度效果7",""
11360101,113601,201,"解锁效果1",""
11360102,113601,101,"好感度效果1",""
11360103,113601,102,"好感度效果2",""
11360104,113601,103,"好感度效果3",""
11360105,113601,104,"好感度效果4",""
11360106,113601,105,"好感度效果5",""
11360107,113601,106,"好感度效果6",""
11360108,113601,107,"好感度效果7",""
11370101,113701,201,"解锁效果1",""
11370102,113701,101,"好感度效果1",""
11370103,113701,102,"好感度效果2",""
11370104,113701,103,"好感度效果3",""
11370105,113701,104,"好感度效果4",""
11370106,113701,105,"好感度效果5",""
11370107,113701,106,"好感度效果6",""
11370108,113701,107,"好感度效果7",""
11380101,113801,201,"解锁效果1",""
11380102,113801,101,"好感度效果1",""
11380103,113801,102,"好感度效果2",""
11380104,113801,103,"好感度效果3",""
11380105,113801,104,"好感度效果4",""
11380106,113801,105,"好感度效果5",""
11380107,113801,106,"好感度效果6",""
11380108,113801,107,"好感度效果7",""
11390101,113901,201,"解锁效果1",""
11390102,113901,101,"好感度效果1",""
11390103,113901,102,"好感度效果2",""
11390104,113901,103,"好感度效果3",""
11390105,113901,104,"好感度效果4",""
11390106,113901,105,"好感度效果5",""
11390107,113901,106,"好感度效果6",""
11390108,113901,107,"好感度效果7",""
11400101,114001,201,"解锁效果1",""
11400102,114001,101,"好感度效果1",""
11400103,114001,102,"好感度效果2",""
11400104,114001,103,"好感度效果3",""
11400105,114001,104,"好感度效果4",""
11400106,114001,105,"好感度效果5",""
11400107,114001,106,"好感度效果6",""
11400108,114001,107,"好感度效果7",""
11410101,114101,201,"解锁效果1",""
11410102,114101,101,"好感度效果1",""
11410103,114101,102,"好感度效果2",""
11410104,114101,103,"好感度效果3",""
11410105,114101,104,"好感度效果4",""
11410106,114101,105,"好感度效果5",""
11410107,114101,106,"好感度效果6",""
11410108,114101,107,"好感度效果7",""
11420101,114201,201,"解锁效果1",""
11420102,114201,101,"好感度效果1",""
11420103,114201,102,"好感度效果2",""
11420104,114201,103,"好感度效果3",""
11420105,114201,104,"好感度效果4",""
11420106,114201,105,"好感度效果5",""
11420107,114201,106,"好感度效果6",""
11420108,114201,107,"好感度效果7",""
11430101,114301,201,"解锁效果1",""
11430102,114301,101,"好感度效果1",""
11430103,114301,102,"好感度效果2",""
11430104,114301,103,"好感度效果3",""
11430105,114301,104,"好感度效果4",""
11430106,114301,105,"好感度效果5",""
11430107,114301,106,"好感度效果6",""
11430108,114301,107,"好感度效果7",""
11440101,114401,201,"解锁效果1",""
11440102,114401,101,"好感度效果1",""
11440103,114401,102,"好感度效果2",""
11440104,114401,103,"好感度效果3",""
11440105,114401,104,"好感度效果4",""
11440106,114401,105,"好感度效果5",""
11440107,114401,106,"好感度效果6",""
11440108,114401,107,"好感度效果7",""
11450101,114501,201,"解锁效果1",""
11450102,114501,101,"好感度效果1",""
11450103,114501,102,"好感度效果2",""
11450104,114501,103,"好感度效果3",""
11450105,114501,104,"好感度效果4",""
11450106,114501,105,"好感度效果5",""
11450107,114501,106,"好感度效果6",""
11450108,114501,107,"好感度效果7",""
11460101,114601,201,"解锁效果1",""
11460102,114601,101,"好感度效果1",""
11460103,114601,102,"好感度效果2",""
11460104,114601,103,"好感度效果3",""
11460105,114601,104,"好感度效果4",""
11460106,114601,105,"好感度效果5",""
11460107,114601,106,"好感度效果6",""
11460108,114601,107,"好感度效果7",""
11470101,114701,201,"解锁效果1",""
11470102,114701,101,"好感度效果1",""
11470103,114701,102,"好感度效果2",""
11470104,114701,103,"好感度效果3",""
11470105,114701,104,"好感度效果4",""
11470106,114701,105,"好感度效果5",""
11470107,114701,106,"好感度效果6",""
11470108,114701,107,"好感度效果7",""
11500101,115001,201,"解锁效果1",""
11500102,115001,101,"好感度效果1",""
11500103,115001,102,"好感度效果2",""
11500104,115001,103,"好感度效果3",""
11500105,115001,104,"好感度效果4",""
11500106,115001,105,"好感度效果5",""
11500107,115001,106,"好感度效果6",""
11500108,115001,107,"好感度效果7",""
11550101,115501,201,"解锁效果1",""
11550102,115501,101,"好感度效果1",""
11550103,115501,102,"好感度效果2",""
11550104,115501,103,"好感度效果3",""
11550105,115501,104,"好感度效果4",""
11550106,115501,105,"好感度效果5",""
11550107,115501,106,"好感度效果6",""
11550108,115501,107,"好感度效果7",""
11560101,115601,201,"解锁效果1",""
11560102,115601,101,"好感度效果1",""
11560103,115601,102,"好感度效果2",""
11560104,115601,103,"好感度效果3",""
11560105,115601,104,"好感度效果4",""
11560106,115601,105,"好感度效果5",""
11560107,115601,106,"好感度效果6",""
11560108,115601,107,"好感度效果7",""
11570101,115701,201,"解锁效果1",""
11570102,115701,101,"好感度效果1",""
11570103,115701,102,"好感度效果2",""
11570104,115701,103,"好感度效果3",""
11570105,115701,104,"好感度效果4",""
11570106,115701,105,"好感度效果5",""
11570107,115701,106,"好感度效果6",""
11570108,115701,107,"好感度效果7",""
11580101,115801,201,"解锁效果1",""
11580102,115801,101,"好感度效果1",""
11580103,115801,102,"好感度效果2",""
11580104,115801,103,"好感度效果3",""
11580105,115801,104,"好感度效果4",""
11580106,115801,105,"好感度效果5",""
11580107,115801,106,"好感度效果6",""
11580108,115801,107,"好感度效果7",""
11590101,115901,201,"解锁效果1",""
11590102,115901,101,"好感度效果1",""
11590103,115901,102,"好感度效果2",""
11590104,115901,103,"好感度效果3",""
11590105,115901,104,"好感度效果4",""
11590106,115901,105,"好感度效果5",""
11590107,115901,106,"好感度效果6",""
11590108,115901,107,"好感度效果7",""
11600101,116001,201,"解锁效果1",""
11600102,116001,101,"好感度效果1",""
11600103,116001,102,"好感度效果2",""
11600104,116001,103,"好感度效果3",""
11600105,116001,104,"好感度效果4",""
11600106,116001,105,"好感度效果5",""
11600107,116001,106,"好感度效果6",""
11600108,116001,107,"好感度效果7",""
11620101,116201,201,"解锁效果1",""
11620102,116201,101,"好感度效果1",""
11620103,116201,102,"好感度效果2",""
11620104,116201,103,"好感度效果3",""
11620105,116201,104,"好感度效果4",""
11620106,116201,105,"好感度效果5",""
11620107,116201,106,"好感度效果6",""
11620108,116201,107,"好感度效果7",""
11630101,116301,201,"解锁效果1",""
11630102,116301,101,"好感度效果1",""
11630103,116301,102,"好感度效果2",""
11630104,116301,103,"好感度效果3",""
11630105,116301,104,"好感度效果4",""
11630106,116301,105,"好感度效果5",""
11630107,116301,106,"好感度效果6",""
11630108,116301,107,"好感度效果7",""
11640101,116401,201,"解锁效果1",""
11640102,116401,101,"好感度效果1",""
11640103,116401,102,"好感度效果2",""
11640104,116401,103,"好感度效果3",""
11640105,116401,104,"好感度效果4",""
11640106,116401,105,"好感度效果5",""
11640107,116401,106,"好感度效果6",""
11640108,116401,107,"好感度效果7",""
11650101,116501,201,"解锁效果1",""
11650102,116501,101,"好感度效果1",""
11650103,116501,102,"好感度效果2",""
11650104,116501,103,"好感度效果3",""
11650105,116501,104,"好感度效果4",""
11650106,116501,105,"好感度效果5",""
11650107,116501,106,"好感度效果6",""
11650108,116501,107,"好感度效果7",""
11660101,116601,201,"解锁效果1",""
11660102,116601,101,"好感度效果1",""
11660103,116601,102,"好感度效果2",""
11660104,116601,103,"好感度效果3",""
11660105,116601,104,"好感度效果4",""
11660106,116601,105,"好感度效果5",""
11660107,116601,106,"好感度效果6",""
11660108,116601,107,"好感度效果7",""
11670101,116701,201,"解锁效果1",""
11670102,116701,101,"好感度效果1",""
11670103,116701,102,"好感度效果2",""
11670104,116701,103,"好感度效果3",""
11670105,116701,104,"好感度效果4",""
11670106,116701,105,"好感度效果5",""
11670107,116701,106,"好感度效果6",""
11670108,116701,107,"好感度效果7",""
11680101,116801,201,"解锁效果1",""
11680102,116801,101,"好感度效果1",""
11680103,116801,102,"好感度效果2",""
11680104,116801,103,"好感度效果3",""
11680105,116801,104,"好感度效果4",""
11680106,116801,105,"好感度效果5",""
11680107,116801,106,"好感度效果6",""
11680108,116801,107,"好感度效果7",""
11690101,116901,201,"解锁效果1",""
11690102,116901,101,"好感度效果1",""
11690103,116901,102,"好感度效果2",""
11690104,116901,103,"好感度效果3",""
11690105,116901,104,"好感度效果4",""
11690106,116901,105,"好感度效果5",""
11690107,116901,106,"好感度效果6",""
11690108,116901,107,"好感度效果7",""
11700101,117001,201,"解锁效果1",""
11700102,117001,101,"好感度效果1",""
11700103,117001,102,"好感度效果2",""
11700104,117001,103,"好感度效果3",""
11700105,117001,104,"好感度效果4",""
11700106,117001,105,"好感度效果5",""
11700107,117001,106,"好感度效果6",""
11700108,117001,107,"好感度效果7",""
11710101,117101,201,"解锁效果1",""
11710102,117101,101,"好感度效果1",""
11710103,117101,102,"好感度效果2",""
11710104,117101,103,"好感度效果3",""
11710105,117101,104,"好感度效果4",""
11710106,117101,105,"好感度效果5",""
11710107,117101,106,"好感度效果6",""
11710108,117101,107,"好感度效果7",""
11720101,117201,201,"解锁效果1",""
11720102,117201,101,"好感度效果1",""
11720103,117201,102,"好感度效果2",""
11720104,117201,103,"好感度效果3",""
11720105,117201,104,"好感度效果4",""
11720106,117201,105,"好感度效果5",""
11720107,117201,106,"好感度效果6",""
11720108,117201,107,"好感度效果7",""
11730101,117301,201,"解锁效果1",""
11730102,117301,101,"好感度效果1",""
11730103,117301,102,"好感度效果2",""
11730104,117301,103,"好感度效果3",""
11730105,117301,104,"好感度效果4",""
11730106,117301,105,"好感度效果5",""
11730107,117301,106,"好感度效果6",""
11730108,117301,107,"好感度效果7",""
11740101,117401,201,"解锁效果1",""
11740102,117401,101,"好感度效果1",""
11740103,117401,102,"好感度效果2",""
11740104,117401,103,"好感度效果3",""
11740105,117401,104,"好感度效果4",""
11740106,117401,105,"好感度效果5",""
11740107,117401,106,"好感度效果6",""
11740108,117401,107,"好感度效果7",""
11750101,117501,201,"解锁效果1",""
11750102,117501,101,"好感度效果1",""
11750103,117501,102,"好感度效果2",""
