id,mission_reward_id,reward_type,reward_id,reward_num
20021017,72021009,8,91002,30
20021018,72021009,2,22002,1
20021019,72021010,8,91002,30
20021020,72021010,2,22002,1
20021021,72021011,8,91002,30
20021022,72021011,2,22002,1
20021023,72021012,8,91002,30
20021024,72021012,2,22002,1
20021025,72021013,8,91002,30
20021026,72021013,2,22002,1
20021027,72021014,8,91002,30
20021028,72021014,2,22002,1
20021029,72021015,8,91002,200
20021030,72021015,2,22002,1
20021031,72021016,8,91002,60
20021032,72021016,2,22002,2
20021033,72021017,8,91002,60
20021034,72021017,2,22002,2
20021035,72021018,8,91002,60
20021036,72021018,2,22002,2
20021037,72021019,8,91002,60
20021038,72021019,2,22002,2
20021039,72021020,8,91002,300
20021040,72021020,2,22002,2
20021041,72021021,1,112101,1
20021042,72021022,2,31121,10
20021043,72021022,2,31021,10
20021044,72021023,2,31121,10
20021045,72021023,2,31021,10
20022001,72022001,8,91002,30
20022002,72022001,2,22002,1
20022003,72022002,8,91002,30
20022004,72022002,2,22002,1
20022005,72022003,8,91002,30
20022006,72022003,2,22002,1
20022007,72022004,8,91002,30
20022008,72022004,2,22002,1
20022009,72022005,8,91002,30
20022010,72022005,2,22002,1
20022011,72022006,8,91002,30
20022012,72022006,2,22002,1
20022013,72022007,8,91002,30
20022014,72022007,2,22002,1
20022015,72022008,8,91002,30
20022016,72022008,2,22002,1
20022017,72022009,8,91002,30
20022018,72022009,2,22002,1
20022019,72022010,8,91002,30
20022020,72022010,2,22002,1
20022021,72022011,8,91002,30
20022022,72022011,2,22002,1
20022023,72022012,8,91002,30
20022024,72022012,2,22002,1
20022025,72022013,8,91002,30
20022026,72022013,2,22002,1
20022027,72022014,8,91002,30
20022028,72022014,2,22002,1
20022029,72022015,8,91002,200
20022030,72022015,2,22002,1
20022031,72022016,8,91002,60
20022032,72022016,2,22002,2
20022033,72022017,8,91002,60
20022034,72022017,2,22002,2
20022035,72022018,8,91002,60
20022036,72022018,2,22002,2
20022037,72022019,8,91002,60
20022038,72022019,2,22002,2
20022039,72022020,8,91002,300
20022040,72022020,2,22002,2
20022041,72022021,1,112301,1
20022042,72022022,7,2307,1
20022043,72022023,7,2308,1
20022044,72022024,2,31123,10
20022045,72022024,2,31049,10
20022046,72022025,2,31123,10
20022047,72022025,2,31049,10
20023001,72023001,8,91002,30
20023002,72023001,2,22002,1
20023003,72023002,8,91002,30
20023004,72023002,2,22002,1
20023005,72023003,8,91002,30
20023006,72023003,2,22002,1
20023007,72023004,8,91002,30
20023008,72023004,2,22002,1
20023009,72023005,8,91002,30
20023010,72023005,2,22002,1
20023011,72023006,8,91002,30
20023012,72023006,2,22002,1
20023013,72023007,8,91002,30
20023014,72023007,2,22002,1
20023015,72023008,8,91002,30
20023016,72023008,2,22002,1
20023017,72023009,8,91002,30
20023018,72023009,2,22002,1
20023019,72023010,8,91002,30
20023020,72023010,2,22002,1
20023021,72023011,8,91002,30
20023022,72023011,2,22002,1
20023023,72023012,8,91002,30
20023024,72023012,2,22002,1
20023025,72023013,8,91002,30
20023026,72023013,2,22002,1
20023027,72023014,8,91002,30
20023028,72023014,2,22002,1
20023029,72023015,8,91002,200
20023030,72023015,2,22002,1
20023031,72023016,8,91002,60
20023032,72023016,2,22002,2
20023033,72023017,8,91002,60
20023034,72023017,2,22002,2
20023035,72023018,8,91002,60
20023036,72023018,2,22002,2
20023037,72023019,8,91002,60
20023038,72023019,2,22002,2
20023039,72023020,8,91002,300
20023040,72023020,2,22002,2
20023041,72023021,2,31107,5
20023042,72023021,2,31046,5
20023043,72023022,2,31107,5
20023044,72023022,2,31046,5
20023045,72023023,2,31107,10
20023046,72023023,2,31046,10
20024001,72024001,8,91002,30
20024002,72024001,2,22002,1
20024003,72024002,8,91002,30
20024004,72024002,2,22002,1
20024005,72024003,8,91002,30
20024006,72024003,2,22002,1
20024007,72024004,8,91002,30
20024008,72024004,2,22002,1
20024009,72024005,8,91002,30
20024010,72024005,2,22002,1
20024011,72024006,8,91002,30
20024012,72024006,2,22002,1
20024013,72024007,8,91002,30
20024014,72024007,2,22002,1
20024015,72024008,8,91002,30
20024016,72024008,2,22002,1
20024017,72024009,8,91002,30
20024018,72024009,2,22002,1
20024019,72024010,8,91002,30
20024020,72024010,2,22002,1
20024021,72024011,8,91002,30
20024022,72024011,2,22002,1
20024023,72024012,8,91002,30
20024024,72024012,2,22002,1
20024025,72024013,8,91002,30
20024026,72024013,2,22002,1
20024027,72024014,8,91002,30
20024028,72024014,2,22002,1
20024029,72024015,8,91002,200
20024030,72024015,2,22002,1
20024031,72024016,8,91002,60
20024032,72024016,2,22002,2
20024033,72024017,8,91002,60
20024034,72024017,2,22002,2
20024035,72024018,8,91002,60
20024036,72024018,2,22002,2
20024037,72024019,8,91002,60
20024038,72024019,2,22002,2
20024039,72024020,8,91002,300
20024040,72024020,2,22002,2
20024041,72024021,2,31028,5
20024042,72024021,2,31033,5
20024043,72024022,2,31028,5
20024044,72024022,2,31033,5
20024045,72024023,2,31028,10
20024046,72024023,2,31033,10
20025001,72025001,8,91002,30
20025002,72025001,2,22002,1
20025003,72025002,8,91002,30
20025004,72025002,2,22002,1
20025005,72025003,8,91002,30
20025006,72025003,2,22002,1
20025007,72025004,8,91002,30
20025008,72025004,2,22002,1
20025009,72025005,8,91002,30
20025010,72025005,2,22002,1
20025011,72025006,8,91002,30
20025012,72025006,2,22002,1
20025013,72025007,8,91002,30
20025014,72025007,2,22002,1
20025015,72025008,8,91002,30
20025016,72025008,2,22002,1
20025017,72025009,8,91002,30
20025018,72025009,2,22002,1
20025019,72025010,8,91002,30
20025020,72025010,2,22002,1
20025021,72025011,8,91002,30
20025022,72025011,2,22002,1
20025023,72025012,8,91002,30
20025024,72025012,2,22002,1
20025025,72025013,8,91002,30
20025026,72025013,2,22002,1
20025027,72025014,8,91002,30
20025028,72025014,2,22002,1
20025029,72025015,8,91002,200
20025030,72025015,2,22002,1
20025031,72025016,8,91002,60
20025032,72025016,2,22002,2
20025033,72025017,8,91002,60
20025034,72025017,2,22002,2
20025035,72025018,8,91002,60
20025036,72025018,2,22002,2
20025037,72025019,8,91002,60
20025038,72025019,2,22002,2
20025039,72025020,8,91002,300
20025040,72025020,2,22002,2
20025041,72025021,1,113001,1
20025042,72025022,2,31130,10
20025043,72025022,2,31065,10
20025044,72025023,2,31130,10
20025045,72025023,2,31065,10
20026001,72026001,8,91002,30
20026002,72026001,2,22002,1
20026003,72026002,8,91002,30
20026004,72026002,2,22002,1
20026005,72026003,8,91002,30
20026006,72026003,2,22002,1
20026007,72026004,8,91002,30
20026008,72026004,2,22002,1
20026009,72026005,8,91002,30
20026010,72026005,2,22002,1
20026011,72026006,8,91002,30
20026012,72026006,2,22002,1
20026013,72026007,8,91002,30
20026014,72026007,2,22002,1
20026015,72026008,8,91002,30
20026016,72026008,2,22002,1
20026017,72026009,8,91002,30
20026018,72026009,2,22002,1
20026019,72026010,8,91002,30
20026020,72026010,2,22002,1
20026021,72026011,8,91002,30
20026022,72026011,2,22002,1
20026023,72026012,8,91002,30
20026024,72026012,2,22002,1
20026025,72026013,8,91002,30
20026026,72026013,2,22002,1
20026027,72026014,8,91002,30
20026028,72026014,2,22002,1
20026029,72026015,8,91002,200
20026030,72026015,2,22002,1
20026031,72026016,8,91002,60
20026032,72026016,2,22002,2
20026033,72026017,8,91002,60
20026034,72026017,2,22002,2
20026035,72026018,8,91002,60
20026036,72026018,2,22002,2
20026037,72026019,8,91002,60
20026038,72026019,2,22002,2
20026039,72026020,8,91002,300
20026040,72026020,2,22002,2
20026041,72026021,1,113201,1
20026042,72026022,2,31132,10
20026043,72026022,2,31027,10
20026044,72026023,2,31132,10
20026045,72026023,2,31027,10
20027001,72027001,8,91002,30
20027002,72027001,2,22002,1
20027003,72027002,8,91002,30
20027004,72027002,2,22002,1
20027005,72027003,8,91002,30
20027006,72027003,2,22002,1
20027007,72027004,8,91002,30
20027008,72027004,2,22002,1
20027009,72027005,8,91002,30
20027010,72027005,2,22002,1
20027011,72027006,8,91002,30
20027012,72027006,2,22002,1
20027013,72027007,8,91002,30
20027014,72027007,2,22002,1
20027015,72027008,8,91002,30
20027016,72027008,2,22002,1
20027017,72027009,8,91002,30
20027018,72027009,2,22002,1
20027019,72027010,8,91002,30
20027020,72027010,2,22002,1
20027021,72027011,8,91002,30
20027022,72027011,2,22002,1
20027023,72027012,8,91002,30
20027024,72027012,2,22002,1
20027025,72027013,8,91002,30
20027026,72027013,2,22002,1
20027027,72027014,8,91002,30
20027028,72027014,2,22002,1
20027029,72027015,8,91002,200
20027030,72027015,2,22002,1
20027031,72027016,8,91002,60
20027032,72027016,2,22002,2
20027033,72027017,8,91002,60
20027034,72027017,2,22002,2
20027035,72027018,8,91002,60
20027036,72027018,2,22002,2
20027037,72027019,8,91002,60
20027038,72027019,2,22002,2
20027039,72027020,8,91002,300
20027040,72027020,2,22002,2
20027041,72027021,1,113501,1
20027042,72027022,2,31135,10
20027043,72027022,2,31023,10
20027044,72027023,2,31135,10
20027045,72027023,2,31023,10
