event_top_adv_id,event_id,type,value_1,value_2,value_3,story_id,character_id,condition_type,condition_story_id,start_time,end_time
271,10031,1001,30,0,0,5031405,111801,0,0,"2021/12/31 11:00:00","2022/1/14 23:59:59"
272,10031,1003,2,0,0,5031406,111801,0,0,"2021/12/31 11:00:00","2022/1/14 23:59:59"
273,10031,1003,4,0,0,5031407,112001,0,0,"2021/12/31 11:00:00","2022/1/14 23:59:59"
274,10031,1003,7,0,0,5031408,111901,0,0,"2021/12/31 11:00:00","2022/1/14 23:59:59"
275,10031,1003,10,0,0,5031409,112101,0,0,"2021/12/31 11:00:00","2022/1/14 23:59:59"
276,10031,1003,13,0,0,5031410,112101,0,0,"2021/12/31 11:00:00","2022/1/14 23:59:59"
277,10031,1003,15,0,0,5031411,112101,0,0,"2021/12/31 11:00:00","2022/1/14 23:59:59"
278,10033,1004,112301,0,0,5033401,112301,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
279,10033,1002,1003303,1,0,5033402,112201,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
280,10033,1001,10,0,0,5033403,112201,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
281,10033,1001,20,0,0,5033404,112301,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
282,10033,1001,30,0,0,5033405,112301,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
283,10033,1003,2,0,0,5033406,112201,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
284,10033,1003,4,0,0,5033407,112301,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
285,10033,1003,7,0,0,5033408,112201,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
286,10033,1003,10,0,0,5033409,112301,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
287,10033,1003,13,0,0,5033410,112201,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
288,10033,1003,14,0,0,5033411,112201,0,0,"2022/1/28 09:00:00","2022/2/10 23:59:59"
299,10032,1004,108901,0,0,5010401,108901,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
300,10032,1002,1003203,1,0,5010402,108801,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
301,10032,1001,10,0,0,5010403,108901,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
302,10032,1001,20,0,0,5010404,108701,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
303,10032,1001,30,0,0,5010405,108801,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
304,10032,1003,2,0,0,5010406,108801,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
305,10032,1003,3,0,0,5010407,108901,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
306,10032,1003,4,0,0,5010408,108701,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
307,10032,1003,5,0,0,5010409,108901,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
308,10032,1003,6,0,0,5010410,108801,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
309,10032,1003,8,0,0,5010411,108701,0,0,"2022/1/14 11:00:00","2022/1/21 23:59:59"
310,10035,1004,112601,0,0,5035401,112601,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
311,10035,1002,1003503,1,0,5035402,112601,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
312,10035,1001,10,0,0,5035403,112601,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
313,10035,1001,20,0,0,5035404,112501,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
314,10035,1001,30,0,0,5035405,112401,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
315,10035,1003,2,0,0,5035406,112401,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
316,10035,1003,4,0,0,5035407,112501,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
317,10035,1003,7,0,0,5035408,112601,0,0,"2022/2/28 9:00:00","2022/3/21 23:59:59"
318,10036,1002,1003603,1,0,5036402,112501,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
319,10036,1001,10,0,0,5036403,112601,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
320,10036,1001,20,0,0,5036404,112501,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
321,10036,1001,30,0,0,5036405,112401,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
322,10036,1003,14,0,0,5036406,112401,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
323,10036,1003,16,0,0,5036407,112501,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
324,10036,1003,19,0,0,5036408,112601,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
327,10036,1003,22,0,0,5036411,112401,0,0,"2022/3/12 15:00:00","2022/3/21 23:59:59"
332,10034,1004,109001,0,0,5011401,109001,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
333,10034,1002,1003403,1,0,5011402,101101,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
334,10034,1001,10,0,0,5011403,101101,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
335,10034,1001,20,0,0,5011404,109101,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
336,10034,1001,30,0,0,5011405,109001,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
337,10034,1003,2,0,0,5011406,109101,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
338,10034,1003,3,0,0,5011407,109001,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
339,10034,1003,4,0,0,5011408,109101,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
340,10034,1003,5,0,0,5011409,109001,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
341,10034,1003,6,0,0,5011410,101101,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
342,10034,1003,8,0,0,5011411,109101,0,0,"2022/2/14 11:00:00","2022/2/21 23:59:59"
10037001,10037,1002,1003703,1,0,5012402,101401,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037002,10037,1001,10,0,0,5012403,105501,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037003,10037,1001,20,0,0,5012404,101401,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037004,10037,1001,30,0,0,5012405,101401,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037005,10037,1003,2,0,0,5012406,101401,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037006,10037,1003,3,0,0,5012407,101401,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037007,10037,1003,4,0,0,5012408,101401,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037008,10037,1003,5,0,0,5012409,105501,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037009,10037,1003,6,0,0,5012410,105501,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10037010,10037,1003,8,0,0,5012411,101401,0,0,"2022/3/16 11:00:00","2022/3/23 23:59:59"
10038001,10038,1002,1003803,1,0,5038402,110801,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038002,10038,1001,10,0,0,5038403,110901,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038003,10038,1001,20,0,0,5038404,111001,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038004,10038,1001,30,0,0,5038405,110801,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038005,10038,1003,2,0,0,5038406,111001,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038006,10038,1003,4,0,0,5038407,110901,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038007,10038,1003,7,0,0,5038408,110901,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038008,10038,1003,10,0,0,5038409,110801,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038009,10038,1003,13,0,0,5038410,111001,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10038010,10038,1003,15,0,0,5038411,110901,0,0,"2022/3/31 11:00:00","2022/4/14 23:59:59"
10039001,10039,1004,109301,0,0,5013401,109301,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039002,10039,1002,1003903,1,0,5013402,109201,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039003,10039,1001,10,0,0,5013403,109301,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039004,10039,1001,20,0,0,5013404,109401,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039005,10039,1001,30,0,0,5013405,109201,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039006,10039,1003,2,0,0,5013406,109201,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039007,10039,1003,3,0,0,5013407,109401,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039008,10039,1003,4,0,0,5013408,109301,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039009,10039,1003,5,0,0,5013409,109201,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039010,10039,1003,6,0,0,5013410,109401,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10039011,10039,1003,8,0,0,5013411,109201,0,0,"2022/4/15 11:00:00","2022/4/22 23:59:59"
10040001,10040,1002,1004003,1,0,5040402,102601,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040002,10040,1001,10,0,0,5040403,105201,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040003,10040,1001,20,0,0,5040404,102601,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040004,10040,1001,30,0,0,5040405,103301,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040005,10040,1003,2,0,0,5040406,102601,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040006,10040,1003,4,0,0,5040407,103301,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040007,10040,1003,7,0,0,5040408,105201,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040008,10040,1003,10,0,0,5040409,103801,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040009,10040,1003,13,0,0,5040410,103301,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10040010,10040,1003,15,0,0,5040411,102601,0,0,"2022/4/30 11:00:00","2022/5/14 23:59:59"
10041001,10041,1002,1004103,1,0,5015402,105301,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041002,10041,1001,10,0,0,5015403,105301,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041003,10041,1001,20,0,0,5015404,109501,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041004,10041,1001,30,0,0,5015405,109601,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041005,10041,1003,2,0,0,5015406,109501,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041006,10041,1003,3,0,0,5015407,109501,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041007,10041,1003,4,0,0,5015408,105301,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041008,10041,1003,5,0,0,5015409,109601,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041009,10041,1003,6,0,0,5015410,109601,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10041010,10041,1003,8,0,0,5015411,105301,0,0,"2022/5/18 11:00:00","2022/5/25 23:59:59"
10042001,10042,1004,113001,0,0,5042401,113001,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042002,10042,1002,1004203,1,0,5042402,112901,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042003,10042,1001,10,0,0,5042403,106701,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042004,10042,1001,20,0,0,5042404,900103,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042005,10042,1001,30,0,0,5042405,112901,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042006,10042,1003,3,0,0,5042426,101101,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042007,10042,1003,3,0,0,5042406,112901,1,5042001,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042008,10042,1003,7,0,0,5042427,105501,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042009,10042,1003,7,0,0,5042407,113001,1,5042001,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042010,10042,1003,11,0,0,5042428,100101,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042011,10042,1003,11,0,0,5042408,900103,1,5042001,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042012,10042,1003,15,0,0,5042431,101101,0,0,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10042013,10042,1003,15,0,0,5042411,112901,1,5042001,"2022/5/31 11:00:00","2022/6/14 23:59:59"
10043001,10043,1004,110101,0,0,5019401,110101,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043002,10043,1002,1004303,1,0,5019402,110201,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043003,10043,1001,10,0,0,5019403,110001,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043004,10043,1001,20,0,0,5019404,110201,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043005,10043,1001,30,0,0,5019405,110101,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043006,10043,1003,2,0,0,5019406,110001,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043007,10043,1003,3,0,0,5019407,110001,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043008,10043,1003,4,0,0,5019408,110201,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043009,10043,1003,5,0,0,5019409,110101,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043010,10043,1003,6,0,0,5019410,110101,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10043011,10043,1003,8,0,0,5019411,110201,0,0,"2022/6/16 12:00:00","2022/6/23 23:59:59"
10044001,10044,1004,113201,0,0,5044401,113201,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044002,10044,1002,1004403,1,0,5044402,113201,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044003,10044,1001,10,0,0,5044403,113201,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044004,10044,1001,20,0,0,5044404,113301,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044005,10044,1001,30,0,0,5044405,113101,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044006,10044,1003,2,0,0,5044426,105601,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044007,10044,1003,4,0,0,5044427,100901,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044008,10044,1003,7,0,0,5044428,101301,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044009,10044,1003,10,0,0,5044429,105601,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044010,10044,1003,13,0,0,5044430,101301,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044011,10044,1003,15,0,0,5044431,105601,0,0,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044012,10044,1003,2,0,0,5044406,113101,1,5044001,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044013,10044,1003,4,0,0,5044407,113201,1,5044001,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044014,10044,1003,7,0,0,5044408,113301,1,5044001,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044015,10044,1003,10,0,0,5044409,113101,1,5044001,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044016,10044,1003,13,0,0,5044410,113301,1,5044001,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10044017,10044,1003,15,0,0,5044411,113101,1,5044001,"2022/6/30 11:00:00","2022/7/14 23:59:59"
10045001,10045,1004,110501,0,0,5021401,110501,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045002,10045,1002,1004503,1,0,5021402,110401,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045003,10045,1001,10,0,0,5021403,110501,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045004,10045,1001,20,0,0,5021404,110401,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045005,10045,1001,30,0,0,5021405,110601,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045006,10045,1003,2,0,0,5021406,110601,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045007,10045,1003,3,0,0,5021407,110401,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045008,10045,1003,4,0,0,5021408,110501,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045009,10045,1003,5,0,0,5021409,110401,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045010,10045,1003,6,0,0,5021410,110601,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10045011,10045,1003,8,0,0,5021411,110501,0,0,"2022/7/16 12:00:00","2022/7/23 23:59:59"
10046001,10046,1004,113501,0,0,5046401,113501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046002,10046,1002,1004603,1,0,5046402,113501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046003,10046,1001,10,0,0,5046403,113401,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046004,10046,1001,20,0,0,5046404,113501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046005,10046,1001,30,0,0,5046405,113501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046006,10046,1003,2,0,0,5046406,101501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046007,10046,1003,4,0,0,5046407,101201,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046008,10046,1003,7,0,0,5046408,101501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046009,10046,1003,10,0,0,5046409,101201,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046010,10046,1003,13,0,0,5046410,101501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046011,10046,1003,15,0,0,5046411,101501,0,0,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046012,10046,1003,2,0,0,5046426,113501,1,5046001,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046013,10046,1003,7,0,0,5046428,113501,1,5046001,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046014,10046,1003,13,0,0,5046430,113501,1,5046001,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046015,10046,1003,15,0,0,5046431,113501,1,5046001,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046016,10046,1003,2,0,0,5046446,113501,1,5046002,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046017,10046,1003,4,0,0,5046447,113401,1,5046002,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046018,10046,1003,7,0,0,5046448,113501,1,5046002,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046019,10046,1003,10,0,0,5046449,113401,1,5046002,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046020,10046,1003,13,0,0,5046450,113501,1,5046002,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10046021,10046,1003,15,0,0,5046451,113501,1,5046002,"2022/7/31 11:00:00","2022/8/14 23:59:59"
10047001,10047,1002,1004703,1,0,5023402,110701,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047002,10047,1001,10,0,0,5023403,110801,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047003,10047,1001,20,0,0,5023404,110901,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047004,10047,1001,30,0,0,5023405,111001,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047005,10047,1003,2,0,0,5023406,110701,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047006,10047,1003,3,0,0,5023407,110701,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047007,10047,1003,4,0,0,5023408,111001,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047008,10047,1003,5,0,0,5023409,110801,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047009,10047,1003,6,0,0,5023410,110901,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10047010,10047,1003,8,0,0,5023411,110701,0,0,"2022/8/16 12:00:00","2022/8/23 23:59:59"
10048001,10048,1002,1004803,1,0,5048422,100601,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048002,10048,1002,1004803,1,0,5048402,113701,1,5048001,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048003,10048,1001,10,0,0,5048403,113801,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048004,10048,1001,20,0,0,5048424,100601,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048005,10048,1001,20,0,0,5048404,113701,1,5048001,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048006,10048,1001,30,0,0,5048425,100601,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048007,10048,1001,30,0,0,5048405,113701,1,5048001,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048008,10048,1003,2,0,0,5048406,113801,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048009,10048,1003,4,0,0,5048427,100601,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048010,10048,1003,4,0,0,5048407,113701,1,5048001,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048011,10048,1003,7,0,0,5048408,113801,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048012,10048,1003,10,0,0,5048409,113801,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048013,10048,1003,13,0,0,5048430,100601,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048014,10048,1003,13,0,0,5048410,113701,1,5048001,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10048015,10048,1003,15,0,0,5048411,113801,0,0,"2022/8/31 11:00:00","2022/9/14 23:59:59"
10049001,10049,1004,111201,0,0,5025401,111201,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049002,10049,1002,1004903,1,0,5025402,111301,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049003,10049,1001,10,0,0,5025403,111201,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049004,10049,1001,20,0,0,5025404,111101,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049005,10049,1001,30,0,0,5025405,111301,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049006,10049,1003,2,0,0,5025406,111101,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049007,10049,1003,3,0,0,5025407,111101,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049008,10049,1003,4,0,0,5025408,111201,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049009,10049,1003,5,0,0,5025409,111301,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049010,10049,1003,6,0,0,5025410,111301,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10049011,10049,1003,8,0,0,5025411,111301,0,0,"2022/9/17 12:00:00","2022/9/24 23:59:59"
10050001,10050,1004,114101,0,0,5050401,114101,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050002,10050,1002,1005003,1,0,5050422,100501,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050003,10050,1001,10,0,0,5050423,100501,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050004,10050,1001,20,0,0,5050424,105401,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050005,10050,1001,30,0,0,5050425,100301,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050006,10050,1003,2,0,0,5050426,105401,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050007,10050,1003,4,0,0,5050427,100301,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050008,10050,1003,7,0,0,5050428,100501,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050009,10050,1003,10,0,0,5050429,105401,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050010,10050,1003,13,0,0,5050430,100301,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050011,10050,1003,15,0,0,5050431,105401,0,0,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050012,10050,1002,1005003,1,0,5050402,114101,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050013,10050,1001,10,0,0,5050403,114101,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050014,10050,1001,20,0,0,5050404,113901,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050015,10050,1001,30,0,0,5050405,114001,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050016,10050,1003,2,0,0,5050406,113901,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050017,10050,1003,4,0,0,5050407,114001,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050018,10050,1003,7,0,0,5050408,114101,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050019,10050,1003,10,0,0,5050409,113901,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050020,10050,1003,13,0,0,5050410,114001,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10050021,10050,1003,15,0,0,5050411,113901,1,5050001,"2022/9/30 11:00:00","2022/10/14 23:59:59"
10051001,10051,1002,1005103,1,0,5027402,106601,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051002,10051,1001,10,0,0,5027403,100501,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051003,10051,1001,20,0,0,5027404,103701,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051004,10051,1001,30,0,0,5027405,106501,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051005,10051,1003,2,0,0,5027406,100501,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051006,10051,1003,3,0,0,5027407,103701,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051007,10051,1003,4,0,0,5027408,106501,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051008,10051,1003,5,0,0,5027409,100501,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051009,10051,1003,6,0,0,5027410,103701,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10051010,10051,1003,8,0,0,5027411,100501,0,0,"2022/10/16 12:00:00","2022/10/23 23:59:59"
10052001,10052,1002,1005203,1,0,5052422,114201,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052002,10052,1001,10,0,0,5052403,114201,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052003,10052,1001,20,0,0,5052424,103701,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052004,10052,1001,30,0,0,5052405,114201,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052005,10052,1003,2,0,0,5052406,114201,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052006,10052,1003,4,0,0,5052427,103701,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
