command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
8005,8,31,1,11,0,0,1,1,"",""
8006,8,5,1,1,101,-300,-200,1.7,0,psy_smoke_start
8007,8,2,100411,110,-210,2,0,"","",""
8008,8,2,103631,365,-220,2.2,0,"","",""
8009,8,2,102011,225,-235,2.3,0,"","",""
8010,8,93,2,"","","","","","",""
8011,8,3,100411,psy_idle_normal,1,"","",0.2,"",""
8012,8,93,0.2,"","","","","","",""
8013,8,3,103631,psy_idle_normal,1,"","",0.2,"",""
8014,8,93,0.1,"","","","","","",""
8015,8,3,102011,psy_talk_joy1,1,"","",0.2,"",""
8016,8,21,vo_minigame_1008,vo_minigame_1008_drama_0806,0,0,"","","",""
8017,8,11,102011,"哥哥，我来玩了哦～\n咦？不在吗？",8,1,0,0,0,0.5
8018,8,91,0,"","","","","","",""
8019,8,3,102011,psy_idle_joy1,1,"","",0.2,"",""
8020,8,3,119931,psy_miyako_appear,0,psy_miyako_talk1,1,0,0.2,""
8021,8,3,1,psy_smoke_appear,0,psy_smoke_start,0,0,0,""
8022,8,21,vo_minigame_1008,vo_minigame_1008_drama_0801,0,0,"","","",""
8023,8,11,119931,"嗯？你找那家伙有什么事吗？",6,1,0,0,0,0.5
8024,8,91,0,"","","","","","",""
8025,8,22,0,0,"","","","","",""
8026,8,3,119931,psy_miyako_idle,1,"","",0.2,"",""
8027,8,3,103631,psy_talk_surprise2,1,"","",0.2,"",""
8028,8,21,vo_minigame_1008,vo_minigame_1008_drama_0807,0,0,"","","",""
8029,8,11,103631,"呀！？幽灵！",8,1,0,0,0,0.5
8030,8,91,0,"","","","","","",""
8031,8,3,103631,psy_idle_surprise2,1,"","",0.2,"",""
8032,8,3,100411,psy_talk_joy2,1,"","",0.2,"",""
8033,8,21,vo_minigame_1008,vo_minigame_1008_drama_0808,0,0,"","","",""
8034,8,11,100411,"好厉害！\n这是哥哥准备的恶作剧吗？\n哥哥，别躲着了，快出来～",8,1,0,0,0,0.5
8035,8,91,0,"","","","","","",""
8036,8,3,100411,psy_idle_joy2,1,"","",0.2,"",""
8037,8,3,119931,psy_miyako_panic2,1,"","",0.2,"",""
8038,8,21,vo_minigame_1008,vo_minigame_1008_drama_0802,0,0,"","","",""
8039,8,11,119931,"宫子不是恶作剧。\n是幽灵。\n还有，那家伙现在不在。",5,1,0,0,0,1
8040,8,93,7,1,"","","","","",""
8041,8,3,119931,psy_miyako_talk2,1,"","",0.2,"",""
8042,8,91,8039,"","","","","","",""
8043,8,22,0,0,"","","","","",""
8044,8,3,119931,psy_miyako_idle,1,"","",0.2,"",""
8045,8,3,100411,psy_talk_wish,1,"","",0.2,"",""
8046,8,21,vo_minigame_1008,vo_minigame_1008_drama_0809,0,0,"","","",""
8047,8,11,100411,"不在吗？\n那就趁现在准备恶作剧……",8,1,0,0,0,0.5
8048,8,91,0,"","","","","","",""
8049,8,3,100411,psy_idle_wish,1,"","",0.2,"",""
8050,8,3,103631,psy_talk_anger,1,"","",0.2,"",""
8051,8,21,vo_minigame_1008,vo_minigame_1008_drama_0810,0,0,"","","",""
8052,8,11,103631,"不能在店里做那种事！\n话说，为什么未奏希没有反应？\n有幽灵出现了哦？",8,1,0,0,0,0.5
8053,8,91,0,"","","","","","",""
8054,8,3,103631,psy_idle_anger,1,"","",0.2,"",""
8055,8,3,100411,psy_talk_normal,1,"","",0.2,"",""
8056,8,4,100411,0,"","","","","",""
8057,8,21,vo_minigame_1008,vo_minigame_1008_drama_0811,0,0,"","","",""
8058,8,11,100411,"因为她好像是哥哥的朋友啊。\n而且她一点都不恐怖。",8,1,0,0,0,0.5
8059,8,91,0,"","","","","","",""
8060,8,4,100411,1,"","","","","",""
8061,8,3,100411,psy_idle_normal,1,"","",0.2,"",""
8062,8,3,102011,psy_talk_joy1,1,"","",0.2,"",""
8063,8,21,vo_minigame_1008,vo_minigame_1008_drama_0812,0,0,"","","",""
8064,8,11,102011,"在哥哥回来之前\n一起玩吧～",8,1,0,0,0,0.5
8065,8,91,0,"","","","","","",""
8066,8,3,102011,psy_idle_joy1,1,"","",0.2,"",""
8067,8,3,119931,psy_miyako_anger3,1,"","",0.2,"",""
8068,8,21,vo_minigame_1008,vo_minigame_1008_drama_0803,0,0,"","","",""
8069,8,11,119931,"不玩。\n宫子正忙着做布丁呢！",4,1,0,0,0,0.5
8070,8,91,0,"","","","","","",""
8071,8,22,0,0,"","","","","",""
8072,8,3,119931,psy_miyako_idle_anger,1,"","",0.2,"",""
8073,8,3,102011,psy_talk_joy2,1,"","",0.2,"",""
8074,8,21,vo_minigame_1008,vo_minigame_1008_drama_0813,0,0,"","","",""
8075,8,11,102011,"做布丁？哇，好像很有趣～\n美美可以一起做吗？",8,1,0,0,0,0.5
8076,8,91,0,"","","","","","",""
8077,8,3,102011,psy_idle_joy2,1,"","",0.2,"",""
8078,8,3,119931,psy_miyako_doya_in,0,psy_miyako_doya_loop,1,0.2,0,""
8079,8,21,vo_minigame_1008,vo_minigame_1008_drama_0804,0,0,"","","",""
8080,8,11,119931,"只要肯听宫子的指挥，\n也不是不可以让你帮忙。",6,1,0,0,0,0.5
8081,8,91,0,"","","","","","",""
8082,8,22,0,0,"","","","","",""
8083,8,3,119931,psy_miyako_doya_idle,1,"","",0.2,"",""
8084,8,3,102011,psy_jump,0,psy_idle_joy1,1,0.2,0.4,""
8085,8,21,vo_minigame_1008,vo_minigame_1008_drama_0814,0,0,"","","",""
8086,8,11,102011,"哇！太好了！",8,1,0,0,0,0.5
8087,8,91,0,"","","","","","",""
8088,8,3,100411,psy_talk_joy2,1,"","",0.2,"",""
8089,8,21,vo_minigame_1008,vo_minigame_1008_drama_0815,0,0,"","","",""
8090,8,11,100411,"做一个用来对哥哥恶作剧的\n布丁吧～",8,1,0,0,0,0.5
8091,8,91,0,"","","","","","",""
8092,8,3,100411,psy_idle_joy2,1,"","",0.2,"",""
8093,8,3,103631,psy_talk_sad,1,"","",0.2,"",""
8094,8,21,vo_minigame_1008,vo_minigame_1008_drama_0816,0,0,"","","",""
8095,8,11,103631,"怎、怎么会这样……\n居然要和幽灵一起做布丁了……",8,1,0,0,0,0.5
8096,8,91,0,"","","","","","",""
8097,8,3,103631,psy_idle_sad,1,"","",0.2,"",""
8098,8,3,100411,psy_talk_normal,1,"","",0.2,"",""
8099,8,4,100411,0,"","","","","",""
8100,8,4,102011,0,"","","","","",""
8101,8,21,vo_minigame_1008,vo_minigame_1008_drama_0817,0,0,"","","",""
8102,8,11,100411,"镜华你不做吗？",8,1,0,0,0,0.5
8103,8,91,0,"","","","","","",""
8104,8,3,100411,psy_idle_normal,1,"","",0.2,"",""
8105,8,3,102011,psy_talk_joy2,1,"","",0.2,"",""
8106,8,21,vo_minigame_1008,vo_minigame_1008_drama_0818,0,0,"","","",""
8107,8,11,102011,"美美想和小镜华一起\n做布丁～",8,1,0,0,0,0.5
8108,8,91,0,"","","","","","",""
8109,8,3,102011,psy_idle_joy2,1,"","",0.2,"",""
8110,8,3,103631,psy_talk_sad,1,"","",0.2,"",""
8111,8,21,vo_minigame_1008,vo_minigame_1008_drama_0819,0,0,"","","",""
8112,8,11,103631,"唔……好吧，\n我也一起做。",8,1,0,0,0,0.5
8113,8,91,0,"","","","","","",""
8114,8,3,103631,psy_idle_sad,1,"","",0.2,"",""
8115,8,3,119931,psy_miyako_joy1,1,"","",0.2,"",""
8116,8,21,vo_minigame_1008,vo_minigame_1008_drama_0805,0,0,"","","",""
8117,8,11,119931,"太棒了！\n一下子多了三个手下！",6,1,0,0,0,0.5
8118,8,91,0,"","","","","","",""
8119,8,22,0,0,"","","","","",""
8120,8,93,1,"","","","","","",""
8121,8,91,0,"","","","","","",""
9001,9,1,1,119931,100,-300,-200,1.7,0,psy_miyako_idle
9002,9,5,1,1,100,185,-220,1.7,1,psy_idle_normal
9003,9,31,1,11,0,0,1,1,"",""
9004,9,93,1,"","","","","","",""
9005,9,3,119931,psy_miyako_thinking4,1,"","",0.2,"",""
9006,9,21,vo_minigame_1008,vo_minigame_1008_drama_0901,0,0,"","","",""
9007,9,11,119931,"唔……想做好吃的布丁\n还挺难的。\n宫子的灵感快要见底了！",5,1,0,0,0,1
9008,9,93,9,1,"","","","","",""
9009,9,3,119931,psy_miyako_sad2,1,"","",0.2,"",""
9010,9,91,9007,"","","","","","",""
9011,9,22,0,0,"","","","","",""
9012,9,3,119931,psy_miyako_talk_joy1,1,"","",0.2,"",""
9013,9,21,vo_minigame_1008,vo_minigame_1008_drama_0902,0,0,"","","",""
9014,9,11,119931,"你有很多熟人吧。\n去拿一点能激发我布丁灵感的\n东西回来！",5,1,0,0,0,0.5
9015,9,93,7,1,"","","","","",""
9016,9,3,119931,psy_miyako_guts2_in,0,psy_miyako_guts2_loop,1,0.2,0,""
9017,9,91,9014,"","","","","","",""
9018,9,22,0,0,"","","","","",""
9019,9,12,1,11,1,0,0,0,0,0
9020,9,3,1,psy_talk_guts2,0,psy_idle_guts2,1,0.2,0,""
9021,9,93,2,"","","","","","",""
9022,9,4,1,0,"","","","","",""
9023,9,3,1,psy_run,1,"","",0.2,"",""
9024,9,2,1,1000,-220,3,0,"","",""
9025,9,93,4,"","","","","","",""
9026,9,4,1,1,"","","","","",""
9027,9,3,1,psy_item01_run,1,"","",0.2,"",""
9028,9,2,1,185,-220,3,0,"","",""
9029,9,93,3,"","","","","","",""
9030,9,3,1,psy_item01_up,0,psy_item01_up_loop,1,0.2,0,""
9031,9,93,0.5,"","","","","","",""
9032,9,103,"我拿了手铐和鞭子过来。",9033,0,"","","","",""
9033,9,3,119931,psy_miyako_anger2,1,"","",0.2,"",""
9034,9,21,vo_minigame_1008,vo_minigame_1008_drama_0903,0,0,"","","",""
9035,9,11,119931,"你、你怎么突然拿这种东西！\n你是变态吗！？\n我看错你了！",4,1,0,0,0,0.5
9036,9,91,0,"","","","","","",""
9037,9,22,0,0,"","","","","",""
9038,9,12,1,10,2,0,0,0,0,0
9039,9,3,1,psy_item01_up_loop_talk,1,"","",0.2,"",""
9040,9,93,3,"","","","","","",""
9041,9,3,1,psy_item01_up_loop,1,"","",0.2,"",""
9042,9,3,119931,psy_miyako_thinking4,1,"","",0.2,"",""
9043,9,21,vo_minigame_1008,vo_minigame_1008_drama_0904,0,0,"","","",""
9044,9,11,119931,"诶？\n你有熟人拿着手铐和\n鞭子？\n你没事吧？",5,1,0,0,0,0.5
9045,9,93,9,1,"","","","","",""
9046,9,3,119931,psy_miyako_talk4,1,"","",0.2,"",""
9047,9,91,9044,"","","","","","",""
9048,9,22,0,0,"","","","","",""
9049,9,93,1,"","","","","","",""
9050,9,91,0,"","","","","","",""
10001,10,1,1,119931,100,-300,-200,1.7,0,psy_miyako_idle
10002,10,5,1,1,100,1000,-220,1.7,1,psy_idle_normal
10003,10,31,1,11,0,0,1,1,"",""
10004,10,93,2,"","","","","","",""
10005,10,3,1,psy_item02_run,1,"","",0.2,"",""
10006,10,2,1,185,-220,3,0,"","",""
10007,10,93,3,"","","","","","",""
10008,10,3,1,psy_item02_up,0,psy_item02_up_loop,1,0.2,0,""
10009,10,93,0.5,"","","","","","",""
10010,10,103,"要的是能激发灵感的东西哦。",10011,0,"","","","",""
10011,10,3,119931,psy_miyako_anger3,1,"","",0.2,"",""
10012,10,21,vo_minigame_1008,vo_minigame_1008_drama_1001,0,0,"","","",""
10013,10,11,119931,"要是又拿什么奇怪的东西回来，我可饶不了你！\n嗯？树果？\n这次拿来的东西挺正经！\n值得表扬！",5,1,0,0,0,0.5
10014,10,93,4,1,"","","","","",""
10015,10,3,119931,psy_miyako_talk2,1,"","",0.2,"",""
10016,10,93,2.5,1,"","","","","",""
10017,10,3,119931,psy_miyako_talk_joy1,1,"","",0.2,"",""
10018,10,91,10013,"","","","","","",""
10019,10,22,0,0,"","","","","",""
10020,10,3,119931,psy_miyako_thinking1,1,"","",0.2,"",""
10021,10,21,vo_minigame_1008,vo_minigame_1008_drama_1002,0,0,"","","",""
10022,10,11,119931,"但这是什么果实啊？\n我认得出橡子，\n但我不认识这种红色的果子。",5,1,0,0,0,0.5
10023,10,91,0,"","","","","","",""
10024,10,22,0,0,"","","","","",""
10025,10,12,1,6,3,0,0,0,0,0
10026,10,3,1,psy_item02_up_loop_talk,1,"","",0.2,"",""
10027,10,93,3,"","","","","","",""
10028,10,3,1,psy_item02_up_loop,1,"","",0.2,"",""
10029,10,3,119931,psy_miyako_sad1,1,"","",0.2,"",""
10030,10,21,vo_minigame_1008,vo_minigame_1008_drama_1003,0,0,"","","",""
10031,10,11,119931,"吃下去能喷火的果子？\n为什么要拿这么危险的东西来！\n你果然派不上用场啊！",5,1,0,0,0,0.5
10032,10,93,8,1,"","","","","",""
10033,10,3,119931,psy_miyako_anger2,1,"","",0.2,"",""
10034,10,91,10031,"","","","","","",""
10035,10,22,0,0,"","","","","",""
10036,10,93,1,"","","","","","",""
10037,10,91,0,"","","","","","",""
11001,11,1,1,119931,100,-300,-200,1.7,0,psy_miyako_idle
11002,11,5,1,1,100,1000,-220,1.7,1,psy_idle_normal
11003,11,31,1,11,0,0,1,1,"",""
11004,11,93,2,"","","","","","",""
11005,11,3,1,psy_item03_run,1,"","",0.2,"",""
11006,11,2,1,185,-220,3,0,"","",""
11007,11,93,3,"","","","","","",""
11008,11,3,1,psy_item03_up,0,psy_item03_up_loop,1,0.2,0,""
11009,11,93,0.5,"","","","","","",""
11010,11,103,"要的是能激发灵感的东西哦。",11011,0,"","","","",""
11011,11,3,119931,psy_miyako_talk3,1,"","",0.2,"",""
11012,11,21,vo_minigame_1008,vo_minigame_1008_drama_1101,0,0,"","","",""
11013,11,11,119931,"不会一而再、再而三地失败吧？\n这次如果还拿些不正经的东西回来，\n我就要把你变成布丁。",6,1,0,0,0,1
11014,11,93,4,1,"","","","","",""
11015,11,3,119931,psy_miyako_panic3,1,"","",0.2,"",""
11016,11,91,11013,"","","","","","",""
11017,11,22,0,0,"","","","","",""
11018,11,3,119931,psy_miyako_thinking1,1,"","",0.2,"",""
11019,11,21,vo_minigame_1008,vo_minigame_1008_drama_1102,0,0,"","","",""
11020,11,11,119931,"所以，你手上的纸\n是什么？\n是能做出好吃布丁的菜谱吗？",4,1,0,0,0,0.5
11021,11,91,0,"","","","","","",""
11022,11,22,0,0,"","","","","",""
11023,11,103,"剧本和排班表",11024,0,"","","","",""
11024,11,3,119931,psy_miyako_talk4,1,"","",0.2,"",""
11025,11,21,vo_minigame_1008,vo_minigame_1008_drama_1103,0,0,"","","",""
11026,11,11,119931,"对做布丁\n一点帮助都没有……\n让你去是宫子选错人了。",4,1,0,0,0,0.5
11027,11,91,0,"","","","","","",""
11028,11,22,0,0,"","","","","",""
11029,11,3,119931,psy_miyako_sad1,1,"","",0.2,"",""
11030,11,21,vo_minigame_1008,vo_minigame_1008_drama_1104,0,0,"","","",""
11031,11,11,119931,"这些东西也和你的熟人有关吗？\n你的熟人怎么都是些\n怪人！",4,1,0,0,0,0.5
11032,11,91,0,"","","","","","",""
11033,11,22,0,0,"","","","","",""
11034,11,3,119931,psy_miyako_talk_joy1,1,"","",0.2,"",""
11035,11,21,vo_minigame_1008,vo_minigame_1008_drama_1105,0,0,"","","",""
11036,11,11,119931,"不过宫子很温柔的，\n就算你找来的东西一点用都没有，\n宫子还是会用来做出好吃的布丁！\n要感谢宫子哦！",6,1,0,0,0,0.5
11037,11,93,5,1,"","","","","",""
11038,11,3,119931,psy_miyako_doya_in,0,psy_miyako_doya_loop,1,0.2,0,""
11039,11,91,11036,"","","","","","",""
11040,11,22,0,0,"","","","","",""
11041,11,93,1.5,"","","","","","",""
11042,11,91,0,"","","","","","",""
