skill_id,name,skill_type,skill_area_width,skill_cast_time,action_1,action_2,action_3,action_4,action_5,action_6,action_7,depend_action_1,depend_action_2,depend_action_3,depend_action_4,depend_action_5,depend_action_6,depend_action_7,description,icon_type
1030511,"本能寺之助+",0,0,0.0,103051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1031001,"亡灵恐惧",1,0,0.0,103100101,103100102,0,0,0,0,0,0,103100101,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中），并小幅降低其物理防御力。",1001
1031002,"亡灵召唤",1,0,1.38,103100201,0,0,0,0,0,0,0,0,0,0,0,0,0,"【召唤】在自身的前方召唤一个能够攻击前方一名敌人的骷髅。",2017
1031003,"虚弱亡魂",1,0,2.01,103100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅降低敌方全体的物理防御力。",2004
1031012,"亡灵召唤+",1,0,1.38,103101201,103101202,103101203,103101204,0,0,0,0,0,103101202,103101202,0,0,0,"【召唤】在自身的前方召唤一个能够攻击前方一名敌人的骷髅，并以最前方的己方角色为中心，中幅提升范围内的己方角色的物理攻击力和物理暴击率。",2017
1031501,"暗夜的镇魂曲",0,0,0.0,103150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1031511,"暗夜的镇魂曲+",0,0,0.0,103151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1032001,"高贵突击",1,0,0.0,103200101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（特大）。",1001
1032002,"荣耀斩击",1,0,1.3575,103200201,103200202,103200203,103200204,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并小幅提升自身的物理攻击力。若在大笑期间受到攻击，则会对范围内的敌人进行反击。",2001
1032003,"治愈宝石",0,0,1.5575,103200301,0,0,0,0,0,0,0,0,0,0,0,0,0,"在自身周围展开治疗领域，可小幅回复范围内所有己方角色的生命值。",2016
1032012,"荣耀斩击+",1,0,1.3575,103201201,103201202,103201203,103201204,103201205,103201206,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），小幅提升自身的物理攻击力和技能值上升量，并进行挑衅。若在大笑期间受到攻击，则会对范围内的敌人进行反击。",2001
1032501,"灼热灵魂",0,0,0.0,103250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1032511,"灼热灵魂+",0,0,0.0,103251101,103251102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力，并小幅提升自身物理防御力。",3001
1033001,"来吧！伊丽莎白",0,0,0.0,103300101,103300102,0,0,0,0,0,0,103300101,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并使其眩晕。",1001
1033002,"牛奶罐轰炸",0,0,1.4,103300201,103300202,0,0,0,0,0,0,103300201,0,0,0,0,0,"对前方一名敌人造成物理伤害（小），并将其小幅度吹飞。",2001
1033003,"草叉斩击",0,0,1.4,103300301,103300302,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并小幅提升自身的物理攻击力。",2001
1033012,"牛奶罐轰炸+",0,0,1.4,103301201,103301202,103301203,0,0,0,0,0,103301201,103301201,0,0,0,0,"对前方一名敌人造成物理伤害（中），使其陷入混乱状态，并将敌人大幅度击飞。",2001
1033501,"必笑的段子",0,0,0.0,103350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1033511,"必笑的段子+",0,0,0.0,103351101,103351102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力，并小幅提升自身物理防御力。",3001
1034001,"七重纱护",1,0,0.0,103400101,0,0,0,0,0,0,0,0,0,0,0,0,0,"为己方全体展开魔法攻击无效化屏障。",1013
1034002,"生命之水",1,0,1.4,103400201,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复生命值最低的一名己方角色的生命值。",2005
1034003,"月下独酌",1,0,1.13,103400301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复技能值最低的一名己方角色的技能值。",2006
1034012,"生命之水+",1,0,1.4,103401201,103401202,103401203,0,0,0,0,0,103401201,0,0,0,0,0,"大幅回复生命值最低的一名己方角色的生命值。，并中幅提升其魔法防御力，赋予其持续生命值回复状态。",2005
1034501,"序曲泡泡饮",0,0,0.0,103450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法防御力。",3004
1034511,"序曲泡泡饮+",0,0,0.0,103451101,103451102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法防御力，并小幅提升自身物理攻击力。",3004
1036001,"宇宙蓝色闪光",1,0,0.0,103600101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成魔法伤害（特大）。",1002
1036002,"冰枪突刺",1,0,1.83,103600201,0,0,0,0,0,0,0,103600201,0,0,0,0,0,"对前方一名敌人造成魔法伤害（中）。",2002
1036003,"魔力迸发",1,0,1.4,103600301,0,0,0,0,0,0,0,103600301,0,0,0,0,0,"短时间内大幅提升自身魔法攻击力。",2003
1036501,"小小的勇气",0,0,0.0,103650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1036511,"小小的勇气+",0,0,0.0,103651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1037001,"御久间流奥义·阿修罗",0,0,0.0,103700101,103700102,103700103,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并特大幅提升自身的物理攻击力，中幅提升行动速度。",1001
1037002,"御久间流剑术·阵风",0,0,0.76,103700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对范围内的所有敌人造成物理伤害（中）。",2001
1037003,"御久间流剑术·燕返",0,0,1.5,103700301,103700302,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并小幅回复自身的技能值。",2001
1037012,"御久间流剑术·阵风+",0,0,0.76,103701201,103701202,0,0,0,0,0,0,0,0,0,0,0,0,"对范围内的所有敌人造成物理伤害（中）。根据范围内敌人的数量，增加相应伤害。",2001
1037501,"气脉呼应·波动之型",0,0,0.0,103750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身的物理攻击力。",3001
1037511,"气脉呼应·波动之型+",0,0,0.0,103751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身的物理攻击力。",3001
1038001,"附魔箭矢",0,0,0.0,103800101,103800102,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并大幅度提升自身物理攻击力。",1001
1038002,"三重箭矢",0,0,0.76,103800201,103800202,103800203,103800204,0,0,0,0,0,0,0,0,0,0,"对前方的敌人（最多三名）造成物理伤害（小），并小幅回复自身技能值。",2001
1038003,"风之箭矢",0,0,1.5,103800301,103800302,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并小幅回复自身技能值。",2001
1038012,"三重箭矢+",0,0,0.76,103801201,103801202,103801203,103801204,0,0,0,0,0,0,0,0,0,0,"对前方的敌人（最多三名）造成物理伤害（小），敌人位置越远伤害越大。并小幅回复自身的技能值。",2001
1038501,"瞄准强化",0,0,0.0,103850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1038511,"瞄准强化+",0,0,0.0,103851101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1040001,"藤蔓旋舞",1,0,0.0,104000101,104000102,0,0,0,0,0,0,104000101,0,0,0,0,0,"以距离自身最近的一名敌人为中心，对范围内的敌人造成物理伤害（中）。",1001
1040002,"剧毒箭矢",1,0,1.06,104000201,104000202,0,0,0,0,0,0,104000201,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并使其陷入中毒状态。",2022
1040003,"麻痹箭矢",1,0,1.06,104000301,104000302,0,0,0,0,0,0,104000301,0,0,0,0,0,"对前方一名敌人造成物理伤害（小），并使其陷入麻痹状态。",2007
1040012,"剧毒箭矢+",1,0,0.86,104001201,104001202,104001203,104001204,104001205,0,0,0,0,0,104001202,104001203,0,0,"对前方一名敌人造成物理伤害（中），并使其陷入中毒状态。若对象已处于中毒状态，则对其造成物理伤害（特大），并使其陷入猛毒状态。",2022
1040501,"森林射手",0,0,0.0,104050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1040511,"森林射手+",0,0,0.0,104051101,104051102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力，并小幅提高自身物理防御力。",3001
1042001,"风灵气息",1,0,0.0,104200101,104200102,0,0,0,0,0,0,0,0,0,0,0,0,"【召唤】中幅回复千歌前方所有己方角色的生命值，并在最前方的己方角色身边召唤精灵。",1005
1042002,"激励之歌",1,0,1.5,104200201,104200202,0,0,0,0,0,0,104200201,0,0,0,0,0,"以最前方的己方角色为中心，小幅提升范围内全体己方角色的物理攻击力。",2003
1042003,"精灵摇篮曲",1,0,2.03,104200301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅降低前方一名敌人的物理攻击力。",2004
1042501,"天籁之音",0,0,0.0,104250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1042511,"天籁之音+",0,0,0.0,104251101,104251102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力，并小幅提升自身魔法防御力。",3003
1043001,"天狼噬斩",0,0,0.0,104300101,104300102,0,0,0,0,0,0,104300101,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并中幅降低其物理防御力。",1001
1043002,"强力斩击",0,0,1.125,104300201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1043003,"勇气呐喊",0,0,1.895,104300301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅降低前方一名敌人的物理防御力。",2004
1043012,"强力斩击+",0,0,1.125,104301201,104301202,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并中幅提升自身的物理攻击力。",2001
1043501,"狼牙的猛击",0,0,0.0,104350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1043511,"狼牙的猛击+",0,0,0.0,104351101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1044001,"朱色之噬",1,0,0.0,104400101,104400102,104400103,104400104,0,0,0,0,104400101,0,0,0,0,0,"对范围内的所有敌人造成魔法伤害（大），并中幅回复自身的生命值。",1002
1044002,"血腥爆破",1,0,1.125,104400201,104400202,104400203,0,0,0,0,0,0,0,0,0,0,0,"中幅提升自身的魔法攻击力，并对前方一名敌人造成魔法伤害（中），但会消耗自身的生命值。",2002
1044003,"血腥之矛",1,0,0.865,104400301,104400302,0,0,0,0,0,0,0,0,0,0,0,0,"对范围内的所有敌人造成魔法伤害（中），但会消耗自身的生命值。",2002
1044501,"血之契约",0,0,0.0,104450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1044511,"血之契约+",0,0,0.0,104451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1045001,"神魂颠倒",1,0,0.0,104500101,104500102,0,0,0,0,0,0,0,0,0,0,0,0,"为自身展开魔法吸收屏障，并中幅回复生命值。",1013
1045002,"冲着空花来吧！",1,0,0.375,104500201,104500202,0,0,0,0,0,0,0,0,0,0,0,0,"【挑衅】挑衅敌方全体，并小幅提升自身的物理防御力。",2012
1045003,"激烈的都来者不拒！",1,0,1.375,104500301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅提升自身的魔法防御力。",2003
1045501,"妄想守护",0,0,0.0,104550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法防御力。",3004
1045511,"妄想守护+",0,0,0.0,104551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法防御力。",3004
1046001,"猫猫决胜爪",0,0,0.0,104600101,104600102,0,0,0,0,0,0,0,0,0,0,0,0,"对魔法攻击力最高的一名敌人造成物理伤害（特大）。",1001
1046002,"猫猫投掷",0,0,1.325,104600201,104600202,0,0,0,0,0,0,104600201,0,0,0,0,0,"对魔法攻击力最高的一名敌人造成物理伤害（中），并小幅降低其魔法攻击力。",2001
1046003,"猫猫的随心所欲",0,0,1.325,104600301,104600302,0,0,0,0,0,0,0,0,0,0,0,0,"小幅降低魔法攻击力最高的一名敌人的技能值，并小幅回复自身技能值。",2006
1046012,"猫猫投掷+",0,0,1.325,104601201,104601202,104601203,0,0,0,0,0,104601201,104601201,0,0,0,0,"对魔法攻击力最高的一名敌人造成物理伤害（中），中幅降低其魔法攻击力，并使其眩晕。",2001
1046501,"绝妙猫咪",0,0,0.0,104650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1046511,"绝妙猫咪+",0,0,0.0,104651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1047001,"炼狱火海之盾",1,0,0.0,104700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"为自身展开物理/魔法吸收屏障。",1013
1047002,"勇气治愈",0,0,0.475,104700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅回复自身周围生命值最低的一名己方角色的生命值。",2005
1047003,"护甲破坏",0,0,0.875,104700301,104700302,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（小），并小幅降低其物理防御力。",2001
1047012,"勇气治愈+",0,0,0.475,104701201,104701202,104701203,0,0,0,0,0,104701201,104701201,0,0,0,0,"中幅回复自身周围生命值最低的一名己方角色的生命值，并大幅提升其物理攻击力，小幅提升行动速度。",2005
1047501,"正义屏障",0,0,0.0,104750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法防御力。",3004
1047511,"正义屏障+",0,0,0.0,104751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法防御力。",3004
1048001,"飞跃枪闪",0,0,0.0,104800101,104800102,104800103,0,0,0,0,0,0,104800102,0,0,0,0,"对前方一名敌人造成物理伤害（大），并使其眩晕。",1001
1048002,"急救术",0,0,1.25,104800201,0,0,0,0,0,0,0,0,0,0,0,0,0,"大幅回复自身的生命值。",2005
1048003,"水流斩击",1,0,1.31,104800301,104800302,0,0,0,0,0,0,104800301,0,0,0,0,0,"对前方一名敌人造成物理伤害（小），并使其眩晕。",2001
1048012,"急救术+",0,0,1.25,104801201,104801202,104801203,104801204,0,0,0,0,0,0,0,0,0,0,"大幅回复自身的生命值，并大幅提升自身的物理防御力和魔法防御力。在自身周围展开治疗领域，可小幅回复范围内所有己方角色的生命值。",2005
1048501,"佣兵之傲",0,0,0.0,104850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1048511,"佣兵之傲+",0,0,0.0,104851101,104851102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力，并小幅提升自身物理防御力。",3001
1049001,"神圣惩击",1,0,0.0,104900101,104900102,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并为自身展开物理吸收屏障。",1001
1049002,"圣灵治愈",1,0,1.375,104900201,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复生命值最低的一名己方角色的生命值。",2005
1049003,"守护",1,0,1.375,104900301,0,0,0,0,0,0,0,0,0,0,0,0,0,"为自身周围的己方角色展开物理攻击无效化屏障。",2013
1049012,"圣灵治愈+",1,0,1.375,104901201,104901202,0,0,0,0,0,0,104901201,0,0,0,0,0,"中幅回复生命值最低的一名己方角色的生命值，并大幅提升其物理防御力。",2005
1049501,"姐姐的力量",0,0,0.0,104950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1049511,"姐姐的力量+",0,0,0.0,104951101,104951102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力，并小幅提升自身物理攻击力。",3002
1050001,"毁灭之眼",1,0,0.0,105000101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方所有敌人造成魔法伤害（中）。",1002
1050002,"黑暗粒子",1,0,1.4,105000201,105000202,0,0,0,0,0,0,105000201,0,0,0,0,0,"对前方一名敌人造成魔法伤害（小），并小幅降低其行动速度。",2002
1050003,"投掷之眼",1,0,0.9,105000301,105000302,105000303,105000304,105000305,105000306,0,0,105000301,0,105000303,0,105000305,0,"对范围内所有敌人造成3次魔法伤害（小）。以距离美咲最近的敌人为范围中心。",2002
1050501,"淑女的修养",0,0,0.0,105050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1050511,"淑女的修养+",0,0,0.0,105051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1051001,"血色蔷薇",1,0,0.0,105100101,105100102,105100103,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中）。根据被该技能打倒的敌人数量，回复自身生命值。",1001
1051002,"诅咒绽放",1,0,1.41,105100201,0,0,0,0,0,0,0,0,0,0,0,0,0,"使前方范围内的所有敌人陷入诅咒状态。",2008
1051003,"蔷薇领域",1,0,0.28,105100301,105100302,0,0,0,0,0,0,105100301,0,0,0,0,0,"在自身前方一定范围内展开能大幅降低物理防御力的领域。",2015
1051012,"诅咒绽放+",1,0,1.41,105101201,105101202,0,0,0,0,0,0,105101201,0,0,0,0,0,"使前方范围内的所有敌人陷入诅咒状态，并小幅降低行动速度。",2008
1051501,"独眼的恶魔",0,0,0.0,105150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1051511,"独眼的恶魔+",0,0,0.0,105151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1052001,"毛茸茸挥击",0,0,0.0,105200101,105200102,105200103,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中），并大幅提升自身的物理防御力。",1001
1052002,"毛茸茸突击",0,4000,0.0,105200201,105200202,105200203,105200204,105200205,0,0,0,0,105200202,0,0,0,0,"战斗开始片刻后，向最前方的敌人发起突击，对其造成物理伤害（中），并小幅提升自身物理防御力。",2001
1052003,"毛茸茸头槌",0,0,1.375,105200301,105200302,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（小），并使其眩晕。",2001
1052012,"毛茸茸突击+",0,4000,0.0,105201201,105201202,105201203,105201204,105201205,105201206,0,0,0,105201202,0,0,0,0,"战斗开始片刻后，向最前方的敌人发起突击，对其造成物理伤害（中），并大幅提升自身物理防御力。为己方全体展开物理攻击无效化屏障。",2001
1052501,"防御毛皮",0,0,0.0,105250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1052511,"防御毛皮+",0,0,0.0,105251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理防御力。",3002
1053001,"紫电一闪",0,0,0.0,105300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（大）。",1001
1053002,"白翼鼓舞",1,0,1.06,105300201,105300202,105300203,0,0,0,0,0,105300201,105300201,0,0,0,0,"小幅提升己方全体的物理、魔法攻击力，并小幅提升行动速度。",2003
1053003,"火枪射击",0,0,0.86,105300301,105300302,0,0,0,0,0,0,105300301,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并使其眩晕。",2001
1053501,"白翼的加护",0,0,0.0,105350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1053511,"白翼的加护+",0,0,0.0,105351101,105351102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力，并小幅提升自身物理防御力。",3001
1054001,"致死束缚",0,0,0.0,105400101,105400102,105400103,105400104,0,0,0,0,0,0,105400101,0,0,0,"对范围内所有敌人造成物理伤害（小）并束缚。把范围内离自身最远的敌人小幅度拉近，并把离自身最近的敌人小幅度击飞。",1007
1054002,"捕捉线绳",0,0,1.23,105400201,105400202,0,0,0,0,0,0,105400201,0,0,0,0,0,"对前方第2位的敌人造成物理伤害（小），并小幅度将其拉近。",2001
1054003,"螺旋纱网",0,0,1.23,105400301,105400302,105400303,0,0,0,0,0,105400301,0,0,0,0,0,"对范围内的全体敌人造成物理伤害（小），并小幅降低其移动速度和行动速度。",2001
1054501,"裁缝的勇气",0,0,0.0,105450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1054511,"裁缝的勇气+",0,0,0.0,105451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理防御力。",3002
1055001,"鼓起勇气突击！",0,0,0.0,105500101,105500102,105500103,0,0,0,0,0,105500101,105500101,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（中），并使其陷入暗黑·混乱状态。",1024
1055002,"刺、刺穿！",0,0,1.23,105500201,105500202,0,0,0,0,0,0,105500201,0,0,0,0,0,"对范围内的所有敌人造成物理伤害（小），并小幅降低其物理攻击力。",2004
1055003,"能不能闭着眼睛上呢？",0,0,1.23,105500301,105500302,0,0,0,0,0,0,105500301,0,0,0,0,0,"对前方范围内的所有敌人造成物理伤害（小），并使其眩晕。",2018
1055501,"勇气涌现",0,0,0.0,105550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理防御力。",3002
1055511,"勇气涌现+",0,0,0.0,105551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理防御力。",3002
1056001,"零之太刀·水月镜花",1,0,0.0,105600101,105600102,0,0,0,0,0,0,105600101,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并大幅降低其物理防御力。",1001
1056002,"一之太刀·雫薙刀",1,0,1.125,105600201,105600202,105600203,105600204,0,0,0,0,0,0,105600203,0,0,0,"挑衅敌方全员。如果在挑衅后的动作中受到攻击，则对前方范围内的所有敌人造成物理伤害（中），并将其小幅度击飞。",2012
1056003,"天下无双之型",1,0,1.125,105600301,105600302,0,0,0,0,0,0,0,0,0,0,0,0,"小幅回复自身的生命值，并中幅提升物理防御力。",2003
1056501,"明镜止水的境界",0,0,0.0,105650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法防御力。",3004
1056511,"明镜止水的境界+",0,0,0.0,105651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法防御力。",3004
1057001,"疾风剑雨",1,0,0.0,105700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（特大）。",1001
1057002,"广域斩击",1,0,1.125,105700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1057003,"剑意迸发",1,0,1.125,105700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅回复自身技能值。",2006
1057501,"龙卷的攻刃",0,0,0.0,105750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1057511,"龙卷的攻刃+",0,0,0.0,105751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身物理攻击力。",3001
1058001,"公主突袭",0,0,0.0,105800101,105800102,105800103,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（大），并中幅提升自身的物理与魔法防御力。",1001
1058002,"午餐时间",0,0,0.21,105800201,105800202,0,0,0,0,0,0,0,0,0,0,0,0,"小幅提升自身的魔法防御力，并小幅回复生命值。",2003
1058003,"沉重一击",0,0,1.21,105800301,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1058012,"午餐时间+",0,0,0.21,105801201,105801202,105801203,0,0,0,0,0,0,0,0,0,0,0,"小幅提升自身的魔法防御力，小幅回复生命值，并为自身展开吸收物理魔法伤害的屏障。",2003
1058501,"公主之力",0,0,0.0,105850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身最大生命力。",3005
1058511,"公主之力+",0,0,0.0,105851101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身最大生命力。",3005
1059001,"极光",1,0,0.0,105900101,105900102,105900103,0,0,0,0,0,105900101,0,0,0,0,0,"小幅提升己方全体的物理、魔法攻击力，并小幅回复自身生命值。",1005
1059002,"掠阵三段击",0,0,0.66,105900201,105900202,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中）。",2001
1059003,"加速",0,0,1.4,105900301,105900302,0,0,0,0,0,0,0,0,0,0,0,0,"小幅提升己方全体的行动速度、物理攻击力。",2003
1059012,"掠阵三段击+",0,0,0.66,105901201,105901202,105901203,105901204,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（中），并中幅提升自身的物理攻击力，小幅提升技能值上升量。",2001
1059501,"精灵的启示",0,0,0.0,105950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力。",3001
1059511,"精灵的启示+",0,0,0.0,105951101,105951102,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身物理攻击力，并小幅提升自身魔法防御力。",3001
1060001,"格林炸裂",1,0,0.0,106000101,0,0,0,0,0,0,0,0,0,0,0,0,0,"对敌方全体造成魔法伤害（中）。",1002
1060002,"闪电球",1,0,1.27,106000201,0,0,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成魔法伤害（中）。",2002
1060003,"护甲削弱",1,0,0.83,106000301,106000302,0,0,0,0,0,0,106000301,0,0,0,0,0,"小幅降低前方一名敌人的物理、魔法防御力。",2004
1060012,"闪电球+",1,0,1.27,106001201,106001202,106001203,106001204,0,0,0,0,0,106001202,106001203,0,0,0,"对前方一名敌人造成魔法伤害（中），并对该敌人周围的敌人造成魔法伤害（小），同时小幅降低这些敌人的魔法防御力。",2002
1060501,"黑暗之蚀",0,0,0.0,106050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，中幅提升自身魔法攻击力。",3003
1060511,"黑暗之蚀+",0,0,0.0,106051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"战斗开始时，大幅提升自身魔法攻击力。",3003
1061001,"天楼霸断剑",0,0,0.0,106100101,106100102,106100103,0,0,0,0,0,0,0,0,0,0,0,"对前方一名敌人造成物理伤害（特大）。并在技能值耗尽之前装备天楼霸断剑。",1001
1061002,"让你们老实点！",0,0,0.34,106100201,106100202,106100203,106100204,0,0,0,0,0,106100201,106100202,0,0,0,"对前方范围内的所有敌人造成物理伤害（小），使其眩晕并小幅度击飞敌人。",2018
1061003,"这边这边！",1,0,0.34,106100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅降低前方范围内所有敌人的物理防御力。",2004
