id,mission_reward_id,reward_type,reward_id,reward_num,lv_from,lv_to,start_time,end_time
312,26003003,12,94002,10000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
313,26003004,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
314,26003004,12,94002,10000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
315,26003005,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
316,26003005,12,94002,50000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
317,26003006,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
318,26003006,12,94002,50000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
319,26003007,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
320,26003007,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
321,26003008,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
322,26003008,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
323,26003009,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
324,26003009,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
325,26003010,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
326,26003010,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
327,26003011,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
328,26003011,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
329,26003012,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
330,26003012,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
331,26003013,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
332,26003013,12,94002,200000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
333,26003014,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
334,26003014,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
335,26003015,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
336,26003015,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
337,26003016,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
338,26003016,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
339,26003017,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
340,26003017,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
341,26003018,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
342,26003018,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
343,26002011,8,91002,350,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
344,26002012,8,91002,350,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
345,26002013,8,91002,350,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
346,26002014,8,91002,350,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
347,26002015,8,91002,550,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
348,26002016,8,91002,550,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
349,26002017,8,91002,550,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
350,26002018,8,91002,550,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
351,26002019,8,91002,550,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
352,26002020,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
353,28012001,5,0,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
354,28012001,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
355,27004001,5,0,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
356,27004001,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
357,27004002,5,0,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
358,27004002,12,94002,100000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
400,21005006,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
401,21005007,8,91002,100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
402,28002031,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
403,28002031,12,94002,10000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
404,28002031,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
405,28002032,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
406,28002032,12,94002,10000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
407,28002032,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
408,26003019,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
409,26003019,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
410,26003020,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
411,26003020,12,94002,500000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
412,26002021,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
413,26002022,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
414,26002023,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
415,26002024,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
416,26002025,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
417,21001005,8,91002,90,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
418,21001005,2,22003,2,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
419,21005018,8,91002,30,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
420,21005028,8,91002,30,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
421,21005038,8,91002,40,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
422,28002033,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
423,28002033,12,94002,15000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
424,28002033,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
425,28002034,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
426,28002034,12,94002,15000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
427,28002034,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
428,28002035,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
429,28002035,12,94002,15000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
430,28002035,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
431,28002036,8,91002,1100,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
432,28002036,12,94002,15000000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
433,28002036,2,90007,1500,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
434,26003021,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
435,26003021,12,94002,750000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
436,26003022,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
437,26003022,12,94002,750000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
438,26003023,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
439,26003023,12,94002,750000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
440,26003024,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
441,26003024,12,94002,750000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
442,26003025,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
443,26003025,12,94002,750000,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
444,26002026,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
445,26002027,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
446,26002028,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
447,26002029,8,91002,800,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
9001,280009001,2,25001,30,1,-1,"2022/08/15 11:00:00","2022/08/26 10:59:59"
9002,280009002,4,140001,30,1,-1,"2022/08/15 11:00:00","2022/08/26 10:59:59"
9003,280009003,2,24002,1,1,-1,"2022/08/15 11:00:00","2022/08/26 10:59:59"
10001003,11001001,5,0,30,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001004,11001001,12,94002,30000,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001005,11001001,8,91002,10,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001006,11003001,5,0,40,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001007,11003001,2,20002,2,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001008,11003001,8,91002,10,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001009,13002001,5,0,20,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001010,18004001,5,0,20,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001011,16006001,5,0,25,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001012,16007001,5,0,25,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001013,16007001,2,22001,3,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001014,11004001,5,0,30,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001015,11004001,2,20002,2,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001016,11004001,2,90007,500,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001017,11005001,5,0,40,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001018,11005001,12,94002,30000,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001019,11005001,2,90007,500,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001024,14001001,5,0,40,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001025,14001001,12,94002,80000,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001026,14001001,2,20003,2,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001027,14003001,5,0,50,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001028,14003001,12,94002,140000,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001029,14003001,2,22002,4,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001114,11101001,5,0,20,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001115,11101001,2,20003,2,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001121,11001002,5,0,30,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001122,11001002,12,94002,30000,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10001123,11001002,2,23001,6,1,39,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040003,11001001,5,0,30,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040004,11001001,12,94002,40000,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040005,11001001,8,91002,10,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040006,11003001,5,0,45,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040007,11003001,2,20002,6,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040008,11003001,8,91002,10,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040009,13002001,5,0,20,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040010,18004001,5,0,20,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040011,16006001,5,0,25,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040012,16007001,5,0,25,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040013,16007001,2,22001,3,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040014,11004001,5,0,30,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040015,11004001,2,20002,6,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040016,11004001,2,90007,500,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040017,11005001,5,0,45,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040018,11005001,12,94002,40000,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040019,11005001,2,90007,500,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040024,14001001,5,0,45,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040025,14001001,12,94002,100000,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040026,14001001,2,20003,3,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040027,14003001,5,0,55,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040028,14003001,12,94002,180000,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040029,14003001,2,22002,4,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040114,11101001,5,0,20,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040115,11101001,2,20003,3,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040121,11001002,5,0,35,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040122,11001002,12,94002,40000,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10040123,11001002,2,23001,6,40,54,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055003,11001001,5,0,35,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055004,11001001,12,94002,50000,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055005,11001001,8,91002,10,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055006,11003001,5,0,45,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055007,11003001,2,20002,10,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055008,11003001,8,91002,10,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055009,13002001,5,0,20,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055010,18004001,5,0,20,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055011,16006001,5,0,30,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055012,16007001,5,0,30,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055013,16007001,2,22001,3,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055014,11004001,5,0,35,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055015,11004001,2,20002,10,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055016,11004001,2,90007,500,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055017,11005001,5,0,45,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055018,11005001,12,94002,50000,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055019,11005001,2,90007,500,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055024,14001001,5,0,45,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055025,14001001,12,94002,120000,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055026,14001001,2,20003,4,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055027,14003001,5,0,60,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055028,14003001,12,94002,220000,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055029,14003001,2,22002,4,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055114,11101001,5,0,20,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055115,11101001,2,20003,4,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055121,11001002,5,0,35,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055122,11001002,12,94002,50000,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10055123,11001002,2,23001,6,55,74,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075003,11001001,5,0,35,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075004,11001001,12,94002,60000,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075005,11001001,8,91002,10,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075006,11003001,5,0,50,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075007,11003001,2,20002,14,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075008,11003001,8,91002,10,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075009,13002001,5,0,25,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075010,18004001,5,0,25,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075011,16006001,5,0,30,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075012,16007001,5,0,30,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075013,16007001,2,22001,3,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075014,11004001,5,0,35,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075015,11004001,2,20002,14,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075016,11004001,2,90007,500,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075017,11005001,5,0,50,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075018,11005001,12,94002,60000,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075019,11005001,2,90007,500,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075024,14001001,5,0,45,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075025,14001001,12,94002,150000,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075026,14001001,2,20003,5,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075027,14003001,5,0,60,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075028,14003001,12,94002,250000,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075029,14003001,2,22002,4,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075114,11101001,5,0,25,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075115,11101001,2,20003,5,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075121,11001002,5,0,35,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075122,11001002,12,94002,60000,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10075123,11001002,2,23001,6,75,94,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095003,11001001,5,0,40,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095004,11001001,12,94002,70000,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095005,11001001,8,91002,10,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095006,11003001,5,0,50,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095007,11003001,2,20002,18,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095008,11003001,8,91002,10,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095009,13002001,5,0,25,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095010,18004001,5,0,25,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095011,16006001,5,0,30,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095012,16007001,5,0,30,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095013,16007001,2,22001,3,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095014,11004001,5,0,40,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095015,11004001,2,20002,18,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095016,11004001,2,90007,500,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095017,11005001,5,0,50,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095018,11005001,12,94002,60000,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095019,11005001,2,90007,500,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095024,14001001,5,0,50,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095025,14001001,12,94002,170000,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095026,14001001,2,20003,6,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095027,14003001,5,0,65,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095028,14003001,12,94002,300000,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095029,14003001,2,22002,4,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095114,11101001,5,0,25,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095115,11101001,2,20003,6,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095121,11001002,5,0,40,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095122,11001002,12,94002,70000,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10095123,11001002,2,23001,6,95,119,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120003,11001001,5,0,40,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120004,11001001,12,94002,80000,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120005,11001001,8,91002,10,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120006,11003001,5,0,55,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120007,11003001,2,20002,22,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120008,11003001,8,91002,10,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120009,13002001,5,0,25,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120010,18004001,5,0,25,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120011,16006001,5,0,35,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120012,16007001,5,0,30,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120013,16007001,2,22001,3,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120014,11004001,5,0,40,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120015,11004001,2,20002,22,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120016,11004001,2,90007,500,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120017,11005001,5,0,55,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120018,11005001,12,94002,70000,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120019,11005001,2,90007,500,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120024,14001001,5,0,55,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120025,14001001,12,94002,200000,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120026,14001001,2,20003,7,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120027,14003001,5,0,65,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120028,14003001,12,94002,340000,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120029,14003001,2,22002,4,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120114,11101001,5,0,25,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120115,11101001,2,20003,7,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120121,11001002,5,0,40,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120122,11001002,12,94002,70000,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10120123,11001002,2,23001,6,120,139,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140003,11001001,5,0,40,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140004,11001001,12,94002,80000,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140005,11001001,8,91002,10,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140006,11003001,5,0,55,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140007,11003001,2,20002,26,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140008,11003001,8,91002,10,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140009,13002001,5,0,25,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140010,18004001,5,0,25,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140011,16006001,5,0,35,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140012,16007001,5,0,35,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140013,16007001,2,22001,3,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140014,11004001,5,0,40,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140015,11004001,2,20002,26,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140016,11004001,2,90007,500,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140017,11005001,5,0,55,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140018,11005001,12,94002,80000,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140019,11005001,2,90007,500,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140024,14001001,5,0,55,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140025,14001001,12,94002,220000,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140026,14001001,2,20003,8,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140027,14003001,5,0,70,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140028,14003001,12,94002,380000,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140029,14003001,2,22002,4,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140114,11101001,5,0,25,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140115,11101001,2,20003,8,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140121,11001002,5,0,40,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140122,11001002,12,94002,80000,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10140123,11001002,2,23001,6,140,159,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160003,11001001,5,0,40,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160004,11001001,12,94002,90000,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160005,11001001,8,91002,10,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160006,11003001,5,0,55,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160007,11003001,2,20002,30,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
