fix_reward_id,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5
1025115,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1025116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1026101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1026102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1026103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1026104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1026105,8,91002,150,2,90006,100,2,31022,2,0,0,0,0,0,0
1026106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1026107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1026108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1026109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1026110,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1026111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1026112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1026113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1026114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1026115,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1026116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1027101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1027102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1027103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1027104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1027105,8,91002,150,2,90006,100,2,31043,2,0,0,0,0,0,0
1027106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1027107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1027108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1027109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1027110,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1027111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1027112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1027113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1027114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1027115,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1027116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1028101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1028102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1028103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1028104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1028105,8,91002,150,2,90006,100,2,31018,2,0,0,0,0,0,0
1028106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1028107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1028108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1028109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1028110,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1028111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1028112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1028113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1028114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1028115,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1028116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1029101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1029102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1029103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1029104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1029105,8,91002,150,2,90006,100,2,31025,2,0,0,0,0,0,0
1029106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1029107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1029108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1029109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1029110,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1029111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1029112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1029113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1029114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1029115,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1029116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1030101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1030102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1030103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1030104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1030105,8,91002,150,2,90006,100,2,31042,2,0,0,0,0,0,0
1030106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1030107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1030108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1030109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1030110,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1030111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1030112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1030113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1030114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1030115,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1030116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1031101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1031102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1031103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1031104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1031105,8,91002,150,2,90006,100,2,31022,2,0,0,0,0,0,0
1031106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1031107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1031108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1031109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1031110,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1031111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1031112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1031113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1031114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1031115,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1031116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1047101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1047102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1047103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1047104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1047105,8,91002,150,2,90006,100,2,31043,2,0,0,0,0,0,0
1047106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1047107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1047108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1047109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1047110,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1047111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1047112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1047113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1047114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1047115,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1047116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1048101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1048102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1048103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1048104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1048105,8,91002,150,2,90006,100,2,31018,2,0,0,0,0,0,0
1048106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1048107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1048108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1048109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1048110,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1048111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1048112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1048113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1048114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1048115,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1048116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1049101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1049102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1049103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1049104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1049105,8,91002,150,2,90006,100,2,31145,2,0,0,0,0,0,0
1049106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1049107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1049108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1049109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1049110,8,91002,80,2,90006,100,2,31145,1,0,0,0,0,0,0
1049111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1049112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1049113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1049114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1049115,8,91002,80,2,90006,100,2,31145,1,0,0,0,0,0,0
1049116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1050101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1050102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1050103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1050104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1050105,8,91002,150,2,90006,100,2,31025,2,0,0,0,0,0,0
1050106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1050107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1050108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1050109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1050110,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1050111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1050112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1050113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1050114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1050115,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1050116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1051101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1051102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1051103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1051104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1051105,8,91002,150,2,90006,100,2,31042,2,0,0,0,0,0,0
1051106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1051107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1051108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1051109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1051110,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1051111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1051112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1051113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1051114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1051115,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1051116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
