action_id,class_id,action_type,action_detail_1,action_detail_2,action_detail_3,action_value_1,action_value_2,action_value_3,action_value_4,action_value_5,action_value_6,action_value_7,target_assignment,target_area,target_range,target_type,target_number,target_count,description,level_up_disp
109801201,1,23,100,109801202,109801203,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
109801202,1,1,2,0,0,60.0,60.0,4.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对无法行动时的敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109801203,1,1,2,0,0,30.0,30.0,2.4,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对可以行动时的敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109801204,1,3,3,0,0,600.0,0.0,1000.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
109801205,1,3,3,0,0,225.0,0.0,750.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
109850101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
109851101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
109900101,1,4,2,0,0,1.0,15.0,15.0,1.5,0.0,0.0,0.0,2,2,2160,25,0,1,"回复我方单体的生命值{0}","生命值回复量+{0}"
109900102,1,10,20,1,0,1.0,0.9,0.9,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"我方全体的物理防御力提升{0}","物理防御力提升+{0}"
109900103,1,10,40,1,0,1.0,0.9,0.9,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"提高全体同伴的魔法防御力{0}","魔法防御力提升+{0}"
109900201,1,1,2,0,0,15.0,15.0,1.2,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109900202,1,10,30,1,0,1.0,11.0,11.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
109900301,1,1,2,0,0,7.5,7.5,0.6,0.0,0.0,0.0,0.0,1,1,1000,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109900302,1,1,2,0,0,7.5,7.5,0.6,0.0,0.0,0.0,0.0,1,1,1000,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109900303,1,1,2,0,0,7.5,7.5,0.6,0.0,0.0,0.0,0.0,1,1,1000,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109900304,1,1,2,0,0,7.5,7.5,0.6,0.0,0.0,0.0,0.0,1,1,1000,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109901201,1,1,2,0,0,45.0,45.0,3.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
109901202,1,10,30,1,0,1.0,42.0,42.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
109950101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
109951101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110000101,1,28,1211,110000103,110000102,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
110000102,1,1,1,0,0,60.0,60.0,4.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110000103,1,1,1,0,0,60.0,60.0,4.8,0.0,1.0,0.0,0.0,1,1,-1,3,0,1,"",""
110000201,1,1,1,0,0,8.0,8.0,0.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成3次{0}物理伤害","物理伤害+{0}"
110000202,1,1,1,0,0,8.0,8.0,0.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110000203,1,1,1,0,0,8.0,8.0,0.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110000301,1,10,10,1,0,1.0,32.0,32.0,180.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110000302,1,45,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
110000303,1,16,1,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的技能值全部回复",""
110001201,1,1,1,0,0,10.0,10.0,0.75,0.0,1.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成3次{0}物理伤害","物理伤害+{0}"
110001202,1,1,1,0,0,10.0,10.0,0.75,0.0,1.0,0.0,0.0,1,1,-1,3,0,1,"",""
110001203,1,1,1,0,0,10.0,10.0,0.75,0.0,1.0,0.0,0.0,1,1,-1,3,0,1,"",""
110001204,1,10,10,1,1,1.0,12.5,12.5,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110050101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110051101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110100101,1,1,2,0,0,12.0,12.0,1.08,0.0,0.0,0.0,0.0,1,3,2160,3,0,99,"对敌方全体造成{0}魔法伤害","全体魔法伤害+{0}"
110100102,1,4,2,0,0,1.0,6.0,6.0,0.45,0.0,0.0,0.0,2,3,2160,3,0,99,"我方全体的生命值回复{0}","生命值回复量+{0}"
110100201,1,1,2,0,0,8.0,8.0,0.6,0.0,0.0,0.0,0.0,1,1,900,3,0,99,"对范围内的所有敌人造成{0}魔法伤害","魔法伤害+{0}"
110100202,1,26,110100203,4,0,4.0,0.18,0.0,0.0,0.0,0.0,0.0,1,1,900,3,0,99,"",""
110100203,1,4,2,0,0,1.0,4.0,4.0,0.25,0.0,0.0,0.0,2,2,2160,5,0,1,"回复我方单体的生命值{0}","生命值回复量+{0}"
110100301,1,1,2,0,0,4.5,4.5,0.36,0.0,0.0,0.0,0.0,1,1,900,3,0,99,"对范围内的所有敌人造成{0}魔法伤害","魔法伤害+{0}"
110100302,1,10,41,1,0,1.0,0.375,0.375,12.0,0.0,0.0,1.0,1,1,900,3,0,99,"使范围内所有敌人的魔法防御力下降{0}","魔法防御力下降+{0}"
110101201,1,1,2,0,0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,1,1,1100,3,0,99,"对范围内的所有敌人造成{0}魔法伤害","魔法伤害+{0}"
110101202,1,26,110101203,4,0,4.0,0.18,0.0,0.0,0.0,0.0,0.0,1,1,1100,3,0,99,"",""
110101203,1,4,2,0,0,1.0,5.0,5.0,0.3,0.0,0.0,0.0,2,2,2160,5,0,1,"回复我方单体生命值{0}","生命值回复量+{0}"
110150101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110151101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110300101,1,10,10,1,0,1.0,10.5,10.5,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的物理攻击力提升{0}","物理攻击力提升+{0}"
110300102,1,10,30,1,0,1.0,10.5,10.5,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110300103,1,8,2,0,0,1.5,0.0,12.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"我方全体的行动速度提升",""
110300201,1,16,1,0,0,175.0,1.25,0.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"我方全体的技能值回复{0}","技能值回复量+{0}"
110300301,1,10,10,1,0,1.0,2.5,2.5,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的物理攻击力提升{0}","物理攻击力提升+{0}"
110300302,1,10,30,1,0,1.0,2.5,2.5,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110300303,1,10,60,1,0,1.0,20.0,0.0,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的物理暴击提升{0}","物理暴击提升+{0}"
110300304,1,10,70,1,0,1.0,20.0,0.0,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的魔法暴击提升{0}","魔法暴击提升+{0}"
110301201,1,16,1,0,0,200.0,1.35,0.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"我方全体的技能值回复{0}","技能值回复量+{0}"
110301202,1,10,10,1,0,1.0,18.0,18.0,20.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的物理攻击力提升{0}","物理攻击力提升+{0}"
110301203,1,10,30,1,0,1.0,18.0,18.0,20.0,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110350101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110351101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110351102,1,90,5,0,0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法防御力提升{0}",""
110400101,1,23,700,110400102,110400103,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110400102,1,1,1,0,0,60.0,60.0,5.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"剩余1个攻击对象时，对敌方单体造成{0}物理伤害","物理伤害+{0}"
110400103,1,1,1,0,0,40.0,40.0,3.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"剩余2个以上攻击对象时，对敌方单体造成{0}物理伤害","物理伤害+{0}"
110400104,1,10,21,1,0,1.0,1.1,1.1,18.0,0.0,0.0,1.0,1,1,-1,3,0,1,"剩余1个攻击对象时，使敌方单体的物理防御力下降{0}","物理防御力下降+{0}"
110400201,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110400202,1,23,700,110400203,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110400203,1,1,1,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"剩余1个攻击对象时，对敌方单体追加{0}物理伤害","物理伤害+{0}"
110400204,1,10,21,1,0,1.0,0.3,0.3,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"剩余1个攻击对象时，使敌方单体的物理防御力下降{0}","物理防御力下降+{0}"
110400301,1,28,700,110400302,110400303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110400302,1,10,10,1,0,1.0,10.0,10.0,180.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110400303,1,10,10,1,0,1.0,10.0,10.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"",""
110401201,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110401202,1,23,700,110401203,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110401203,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"剩余1个攻击对象时，对敌方单体追加{0}物理伤害","物理伤害+{0}"
110401204,1,10,21,1,0,1.0,0.5,0.5,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"剩余1个攻击对象时，使敌方单体的物理防御力降低{0}","物理防御力降低+{0}"
110401205,1,28,700,110401206,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110401206,1,10,10,1,0,1.0,5.0,5.0,180.0,0.0,0.0,0.0,2,1,0,7,0,1,"剩下１个攻击对象时，自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110450101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110451101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110500101,1,26,110500102,3,0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,1,1,790,3,0,99,"",""
110500102,1,1,1,0,0,30.0,30.0,1.42,0.0,0.0,0.0,0.0,1,1,790,3,0,99,"对范围内的敌人造成{0}物理伤害","物理伤害+{0}"
110500201,1,1,1,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,790,3,0,99,"对范围内的敌人造成{0}物理伤害","物理伤害+{0}"
110500202,1,3,3,0,0,200.0,0.0,500.0,0.0,0.0,0.0,0.0,1,1,790,3,0,1,"",""
110500301,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110500302,1,8,2,0,0,1.35,0.0,12.0,0.0,0.0,0.0,0.0,2,2,300,3,0,99,"提升范围内我方成员的行动速度",""
110501201,1,1,1,0,0,22.5,22.5,1.8,0.0,0.0,0.0,0.0,1,1,790,3,0,99,"对范围内敌人造成{0}物理伤害","物理伤害+{0}"
110501202,1,3,3,0,0,400.0,0.0,1000.0,0.0,0.0,0.0,0.0,1,1,790,3,0,1,"",""
110501203,1,8,7,0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,1,790,3,0,99,"使范围内的敌人在一段时间内无法行动","眩晕的成功率等级+1"
110550101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110551101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110600101,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,2,2160,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
110600102,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,2,2160,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
110600103,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,2,2160,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
110600104,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,2,2160,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
110600201,1,10,30,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110600202,1,16,1,0,0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"自身的技能值回复{0}","技能值回复量+{0}"
110600301,1,1,2,0,0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,1,2,2160,2,0,1,"对敌方单体造成{0}魔法伤害","魔法伤害+{0}"
110601201,1,10,30,1,0,1.0,60.0,60.0,15.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110601202,1,16,1,0,0,150.0,1.5,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"自身的技能值回复{0}","技能值回复量+{0}"
110601203,1,10,80,0,0,1.0,15.0,0.0,15.0,0.0,0.0,0.0,2,1,0,7,0,1,"自身的技能值上升量提升{0}","技能值上升量提升+{0}"
110650101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110651101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法攻击力提升{0}","魔法攻击力提升+{0}"
110700101,1,1,1,0,0,30.0,30.0,2.4,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110700102,1,10,21,1,0,1.0,1.0,1.0,18.0,0.0,0.0,1.0,1,1,2160,3,0,1,"降低单个敌人的物理防御力{0}","物理防御力下降+{0}"
110700103,1,9,1,0,0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"给予{0}毒伤害","每秒的毒伤害量+{0}"
110700201,1,23,512,110700202,110700203,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"",""
110700202,1,36,3,0,0,6.5,6.5,0.5,0.0,8.5,0.0,300.0,1,1,2160,3,0,1,"发动时，如果中心的敌人处于中毒或猛毒状态，即展开每秒给予{0}物理伤害的伤害领域","每秒的伤害量+{0}"
110700203,1,36,3,0,0,1.3,1.3,0.1,0.0,8.5,0.0,300.0,1,1,2160,3,0,1,"发动时，如果中心的敌人不处于中毒或猛毒状态，即展开每秒给予{0}魔法伤害的伤害领域","每秒的伤害量+{0}"
110700301,1,23,512,110700302,110700303,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"",""
110700302,1,10,21,1,0,1.0,0.7,0.7,12.0,0.0,0.0,1.0,1,1,2160,3,0,1,"降低单个敌人的物理防御力{0}","物理防御力下降+{0}"
110700303,1,10,21,1,0,1.0,0.7,0.7,12.0,0.0,0.0,1.0,1,1,2160,3,0,1,"",""
110700304,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"敌人处于中毒或猛毒状态时，对敌方单体造成{0}物理伤害","物理伤害+{0}"
110701201,1,23,512,110701202,110701203,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"",""
110701202,1,36,3,0,0,12.0,12.0,0.8,0.0,8.5,0.0,300.0,1,1,2160,3,0,1,"发动时，中心的敌人若处于中毒或猛毒状态，则展开每秒给予{0}物理伤害的伤害领域","每秒的有效伤害量+{0}"
110701203,1,36,3,0,0,1.3,1.3,0.1,0.0,8.5,0.0,300.0,1,1,2160,3,0,1,"发动时，中心的敌人若没有处于中毒或猛毒状态，则展开每秒给予{0}物理伤害的伤害领域","每秒的有效伤害量+{0}"
110701204,1,38,21,1,0,0.45,0.45,8.5,0.0,300.0,0.0,0.0,1,1,2160,3,0,1,"使领域内敌人的物理防御力降低{0}","物理防御力降低+{0}"
110750101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110751101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110800101,1,1,1,0,0,60.0,60.0,4.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110800201,1,60,3,1,0,66.0,57.0,360.0,0.0,360.0,0.0,0.0,1,3,2160,3,0,99,"每次造成有效攻击时，赋予畏缩状态",""
110800202,1,10,10,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110800301,1,26,110800302,3,0,257.0,0.03,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110800302,1,1,1,0,0,16.0,16.0,1.4,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110800303,1,26,110800304,2,0,257.0,0.01,0.0096,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
110800304,1,10,21,1,0,1.0,0.18,0.18,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"降低单个敌人的物理防御力{0}","物理防御力下降+{0}"
110801201,1,60,3,1,0,99.0,57.0,360.0,0.0,360.0,0.0,0.0,1,3,2160,3,0,99,"每次造成有效攻击时赋予畏缩状态",""
110801202,1,10,10,1,0,1.0,30.0,30.0,180.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110850101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110851101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110900101,1,1,1,0,0,45.0,45.0,3.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110900102,1,10,10,1,0,1.0,20.0,20.0,18.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110900103,1,10,60,1,0,1.0,120.0,0.0,18.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理暴击提升{0}","物理暴击提升+{0}"
110900201,1,10,10,1,0,1.0,28.0,28.0,20.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110900202,1,10,60,1,0,1.0,80.0,0.0,20.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理暴击提升{0}","物理暴击提升+{0}"
110900203,1,8,2,0,0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身行动速度提升",""
110900204,1,60,4,1,1,30.0,76.0,180.0,0.0,180.0,0.0,1.0,2,1,0,7,0,1,"每次造成暴击伤害时赋予切噜状态",""
110900301,1,1,1,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
110900302,1,10,11,1,0,1.0,12.0,12.0,12.0,0.0,0.0,1.0,1,1,-1,3,0,1,"敌方单体的物理攻击力降低{0}","物理攻击力降低+{0}"
110900303,1,26,110900304,2,0,276.0,0.5,0.5,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
110900304,1,10,10,0,0,1.0,6.0,6.0,12.0,0.0,0.0,0.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110900305,1,26,110900306,2,0,276.0,7.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
110900306,1,10,60,1,0,1.0,35.0,0.0,12.0,0.0,0.0,0.0,2,1,0,7,0,1,"自身的物理暴击提升{0}","物理暴击提升+{0}"
110901201,1,10,10,1,0,1.0,42.0,42.0,180.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110901202,1,10,60,1,0,1.0,150.0,0.0,180.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身的物理暴击提升{0}","物理暴击提升+{0}"
110901203,1,8,2,0,0,2.25,0.0,180.0,0.0,0.0,0.0,1.0,2,1,0,7,0,1,"自身行动速度提升",""
110901204,1,35,0,30,0,77.0,76.0,180.0,30.0,0.0,0.0,0.0,2,1,0,7,0,1,"获得30个切噜",""
110901205,1,60,4,1,1,77.0,76.0,180.0,0.0,180.0,0.0,1.0,2,1,0,7,0,1,"每次造成暴击伤害时赋予切噜状态",""
110950101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
110951101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理攻击力提升{0}","物理攻击力提升+{0}"
111000101,1,10,10,1,0,1.0,24.0,24.0,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"我方全体的物理攻击力提升{0}","物理攻击力提升+{0}"
111000102,1,10,60,1,0,1.0,110.0,0.0,18.0,0.0,0.0,0.0,2,3,2160,3,0,99,"我方全体的物理暴击提升{0}","物理暴击提升+{0}"
111000201,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,0.0,2,2,2160,14,0,1,"我方单体的物理攻击力提升{0}","物理攻击力提升+{0}"
111000202,1,10,60,1,0,1.0,100.0,0.0,12.0,0.0,0.0,0.0,2,2,2160,1,0,0,"我方单体的物理暴击提升{0}","物理暴击提升+{0}"
111000203,1,16,1,1,0,18.0,0.6,0.0,0.0,0.0,0.0,0.0,2,2,2160,1,0,0,"我方单体技能值回复{0}","技能值回复量+{0}"
111000204,1,10,21,1,0,2.0,15.0,0.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的物理防御力下降初始值的15%",""
111000205,1,10,41,1,0,2.0,15.0,0.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的魔法防御力下降初始值的15%",""
111000301,1,48,1,2,0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,2,3,2160,3,0,99,"每秒回复技能值5",""
111000302,1,6,2,0,0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"展开能够屏蔽{0}魔法伤害的屏障","无效伤害量+{0}"
111000303,1,10,31,1,0,2.0,70.0,0.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的魔法攻击力下降初始值的70%",""
111001201,1,10,10,1,0,1.0,30.0,30.0,12.0,0.0,0.0,0.0,2,2,2160,14,0,1,"我方单体的物理攻击力提升{0}","物理攻击力提升+{0}"
111001202,1,10,60,1,0,1.0,200.0,0.0,12.0,0.0,0.0,0.0,2,2,2160,1,0,0,"我方单体的物理暴击提升{0}","物理暴击提升+{0}"
111001203,1,10,110,1,1,2.0,25.0,0.0,12.0,0.0,0.0,0.0,2,2,2160,1,0,0,"在敌方单体爆发物理暴击时提升25％伤害",""
111001204,1,16,1,1,0,18.0,0.6,0.0,0.0,0.0,0.0,0.0,2,2,2160,1,0,0,"我方单体技能值回复{0}","技能值回复量+{0}"
111001205,1,10,21,1,0,2.0,15.0,0.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的物理防御力下降初始值的15%",""
111001206,1,10,41,1,0,2.0,15.0,0.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"自身的魔法防御力下降初始值的15%",""
111050101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法防御力提升{0}","魔法防御力提升+{0}"
111051101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的魔法防御力提升{0}","魔法防御力提升+{0}"
111051102,1,90,3,0,0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"自身的物理防御力提升{0}",""
111100101,1,10,41,1,0,1.0,0.8,0.8,18.9,0.0,0.0,1.0,1,1,-1,3,0,1,"使敌方单体的魔法防御力下降{0}","魔法防御力下降+{0}"
111100102,1,10,30,1,0,1.0,20.0,20.0,18.9,0.0,0.0,1.0,2,3,2160,3,0,99,"我方全体的魔法攻击力提升{0}","魔法攻击力提升+{0}"
