unit_id,promotion_level,equip_slot_1,equip_slot_2,equip_slot_3,equip_slot_4,equip_slot_5,equip_slot_6
103301,4,103162,103161,103341,103431,102163,102582
103301,5,103193,103162,103342,103491,103161,103581
103301,6,104161,103193,103343,103491,103552,103582
103301,7,104162,104191,104341,103553,103583,103401
103301,8,104163,104192,104342,104491,104551,103553
103301,9,104164,104193,104283,104432,104552,104551
103301,10,105161,104194,104314,104343,104553,104552
103301,11,105162,105191,105281,104344,105551,104554
103301,12,105163,105192,105431,105341,105552,105551
103301,13,105164,105193,105283,105342,105553,105552
103301,14,105165,105194,105284,105343,105554,105553
103301,15,105166,105195,105315,105344,105555,105554
103301,16,105167,105196,105316,105315,105556,105555
103301,17,106161,105197,105317,105316,105557,105556
103301,18,106192,106191,106311,105317,106551,105557
103301,19,106163,106192,106312,106311,106552,106551
103301,20,999999,106193,999999,106312,106553,106552
103401,1,101011,101011,101281,101401,101581,101581
103401,2,102014,102011,102281,102281,101581,101581
103401,3,103011,102014,102282,102401,102581,102581
103401,4,103012,103011,103281,103011,102582,102582
103401,5,103013,103012,103282,103401,103581,103581
103401,6,104011,103013,103343,103552,103582,103582
103401,7,104012,104401,104281,103553,103013,103582
103401,8,104013,104012,104432,104401,104581,103583
103401,9,104014,104013,104283,104282,104582,104581
103401,10,105011,104014,104284,104283,104583,104582
103401,11,105012,105011,105281,104284,105581,104583
103401,12,105013,105012,105342,105281,105582,105581
103401,13,105014,105013,105313,105282,105583,105582
103401,14,105015,105014,105314,105283,105584,105583
103401,15,105016,105015,105402,105284,105585,105584
103401,16,105017,105016,105433,105402,105586,105585
103401,17,106011,105017,105403,105433,105587,105586
103401,18,106012,106011,106401,105403,106581,105587
103401,19,106013,106012,106431,106401,106582,106581
103401,20,999999,106013,999999,106431,106583,106582
103601,1,101251,101251,101371,101521,101611,101611
103601,2,102222,102221,102371,102461,101611,101611
103601,3,103221,102222,102372,102521,102611,102611
103601,4,103252,103521,103251,103611,102613,102613
103601,5,103222,103252,103371,103522,103611,103611
103601,6,104221,103222,103372,103522,103371,103613
103601,7,104222,104221,104371,103614,103614,103613
103601,8,104223,104222,104522,104221,104611,103614
103601,9,104224,104223,104462,104222,104612,104611
103601,10,105221,104224,104463,104223,104613,104612
103601,11,105222,105221,105521,104224,105611,104613
103601,12,105223,105222,105372,105221,105612,105611
103601,13,105224,105223,105373,105222,105613,105612
103601,14,105225,105224,105523,105223,105614,105613
103601,15,105226,105225,105375,105224,105615,105614
103601,16,105227,105226,105376,105225,105616,105615
103601,17,106221,105227,105377,105226,105617,105616
103601,18,106222,106221,106371,105227,106611,105617
103601,19,106223,106222,106372,106221,106612,106611
103601,20,999999,106223,999999,106222,106613,106612
103701,1,101011,101071,101281,101401,101011,101551
103701,2,102041,102071,102281,102493,101551,101551
103701,3,103011,102041,102282,102401,102011,102551
103701,4,103041,103071,103281,103431,102552,102552
103701,5,103042,103041,103282,103401,103071,103551
103701,6,104041,103072,103283,103401,103552,103552
103701,7,104042,104071,104281,103553,103013,103552
103701,8,104043,104072,104282,104011,104551,103553
103701,9,104044,104013,104402,104012,104552,104551
103701,10,105041,104074,104284,104013,104554,104552
103701,11,105042,105071,105341,104014,105551,104553
103701,12,105043,105072,105282,105011,105552,105551
103701,13,105044,105073,105343,105012,105553,105552
103701,14,105045,105074,105284,105013,105554,105553
103701,15,105046,105075,105285,105014,105555,105554
103701,16,105047,105076,105286,105015,105556,105555
103701,17,106041,105077,105287,105016,105557,105556
103701,18,106042,106071,106341,105017,106551,105557
103701,19,106043,106072,106282,106011,106552,106551
103701,20,999999,106073,999999,106012,106553,106552
103801,1,101131,101131,101071,101431,101551,101551
103801,2,102131,102071,102341,102431,101551,101551
103801,3,103071,102131,102131,102432,102551,102551
103801,4,103131,103071,103341,103551,102432,102552
103801,5,103132,103131,103342,103552,103341,103551
103801,6,104131,103132,103553,103342,103131,103552
103801,7,104132,104131,104341,103553,103132,103582
103801,8,104133,104132,104342,104131,104551,103553
103801,9,104134,104133,104343,104132,104552,104551
103801,10,105131,104134,104433,104133,104553,104552
103801,11,105132,105131,105341,104134,105551,104553
103801,12,105133,105132,105282,105131,105552,105551
103801,13,105134,105133,105343,105132,105553,105552
103801,14,105135,105134,105344,105133,105554,105553
103801,15,105136,105135,105345,105134,105555,105554
103801,16,105137,105136,105286,105135,105556,105555
103801,17,106131,105137,105287,105136,105557,105556
103801,18,106132,106131,106341,105137,106551,105557
103801,19,106133,106132,106342,106131,106552,106551
103801,20,999999,106133,999999,106132,106553,106552
104001,1,101131,101131,101281,101431,101071,101551
104001,2,102131,102071,102341,102431,101551,101551
104001,3,103071,102131,102342,102432,102551,102551
104001,4,103131,103071,103341,103431,102552,102552
104001,5,103132,103131,103342,103432,103071,103551
104001,6,104131,103132,103343,103432,103552,103552
104001,7,104132,104131,104341,103553,103583,103582
104001,8,104133,104132,104342,104431,104551,103553
104001,9,104134,104133,104343,104432,104552,104551
104001,10,105131,104134,104344,104133,104583,104552
104001,11,105132,105131,105281,104134,105581,104553
104001,12,105133,105132,105312,105131,105552,105551
104001,13,105134,105133,105283,105132,105583,105552
104001,14,105135,105134,105432,105133,105584,105553
104001,15,105136,105135,105345,105134,105585,105554
104001,16,105137,105136,105346,105135,105586,105555
104001,17,106131,105137,105347,105136,105587,105556
104001,18,106132,106131,106281,105137,106581,105557
104001,19,106133,106132,106282,106131,106582,106551
104001,20,999999,106133,999999,106132,106583,106552
104201,1,101251,101251,101371,101521,101611,101611
104201,2,102252,102251,102371,102461,101611,101611
104201,3,103251,102252,102372,102521,102612,102611
104201,4,103252,103251,103521,103521,102614,102613
104201,5,103222,103252,103371,103461,103612,103611
104201,6,104251,103222,103372,103522,103613,103613
104201,7,104252,104521,104371,103614,103583,103613
104201,8,104253,104252,104372,104461,104581,103614
104201,9,104254,104253,104523,104372,104582,104611
104201,10,105251,104254,104373,104462,104613,104612
104201,11,105252,105251,105371,104463,105581,104613
104201,12,105253,105252,105522,105521,105582,105611
104201,13,105254,105253,105462,105522,105583,105612
104201,14,105255,105254,105374,105462,105584,105613
104201,15,105256,105255,105463,105374,105585,105614
104201,16,105257,105256,105376,105463,105586,105615
104201,17,106251,105257,105464,105376,105587,105616
104201,18,106252,106251,106461,105464,106581,105617
104201,19,106253,106252,106521,106461,106582,106611
104201,20,999999,106253,999999,106372,106583,106612
104301,1,101011,101011,101281,101401,101011,101551
104301,2,102041,102011,102281,102493,101011,101551
104301,3,103011,102041,102282,102401,102011,102551
104301,4,103041,103011,103281,103551,102041,102552
104301,5,103042,103041,103282,103401,103011,103551
104301,6,104041,103042,103283,103401,103041,103552
104301,7,104042,104041,104281,103583,103042,103552
104301,8,104043,104042,104282,104041,104551,103553
104301,9,104044,104043,104313,104042,104552,104551
104301,10,105041,104044,104344,104043,104554,104552
104301,11,105042,105041,105281,104044,105551,104553
104301,12,105043,105042,105282,105041,105552,105551
104301,13,105044,105043,105283,105042,105553,105552
104301,14,105045,105044,105284,105043,105554,105553
104301,15,105046,105045,105285,105044,105555,105554
104301,16,105047,105046,105286,105045,105556,105555
104301,17,106041,105047,105287,105046,105557,105556
104301,18,106042,106041,106281,105047,106551,105557
104301,19,106043,106042,106282,106041,106552,106551
104301,20,999999,106043,999999,106042,106553,106552
104401,1,101251,101251,101371,101521,101611,101611
104401,2,102222,102221,102371,102461,101611,101611
104401,3,103221,102222,102372,102521,102611,102611
104401,4,103252,103521,103251,103611,102613,102613
104401,5,103222,103252,103371,103522,103611,103611
104401,6,104221,103222,103372,103522,103371,103613
104401,7,104222,104221,104371,103614,103614,103613
104401,8,104223,104222,104522,104221,104611,103614
104401,9,104224,104223,104462,104222,104612,104611
104401,10,105221,104224,104463,104223,104613,104612
104401,11,105222,105221,105521,104224,105611,104613
104401,12,105223,105222,105372,105221,105612,105611
104401,13,105224,105223,105373,105222,105613,105612
104401,14,105225,105224,105523,105223,105614,105613
104401,15,105226,105225,105375,105224,105615,105614
104401,16,105227,105226,105376,105225,105616,105615
104401,17,106221,105227,105377,105226,105617,105616
104401,18,106222,106221,106371,105227,106611,105617
104401,19,106223,106222,106372,106221,106612,106611
104401,20,999999,106223,999999,106222,106613,106612
104501,1,101071,101521,101281,101431,101581,101581
104501,2,102521,102071,102371,102431,101581,101581
104501,3,103071,102521,102372,102432,102581,102581
104501,4,103101,103521,103521,103581,102582,102582
104501,5,103072,103522,103371,103461,103581,103581
104501,6,104071,103583,103372,103461,103371,103582
104501,7,104072,104371,104461,103583,103583,103582
104501,8,104073,104072,104372,104461,104581,103583
104501,9,104074,104073,104523,104372,104582,104581
104501,10,105071,104074,104373,104462,104583,104582
104501,11,105072,105071,105521,104463,105581,104583
104501,12,105073,105072,105342,105371,105582,105581
104501,13,105074,105073,105373,105372,105583,105582
104501,14,105075,105074,105374,105373,105584,105583
104501,15,105076,105075,105463,105374,105585,105584
104501,16,105077,105076,105524,105463,105586,105585
104501,17,106071,105077,105464,105524,105587,105586
104501,18,106072,106071,106461,105464,106581,105587
104501,19,106073,106072,106521,106461,106582,106581
104501,20,999999,106073,999999,106372,106583,106582
104601,1,101071,101071,101281,101431,101551,101551
104601,2,102041,102071,102431,102431,101551,101551
104601,3,103071,102041,102342,102432,102551,102551
104601,4,103041,103431,103341,103431,102552,102552
104601,5,103072,103041,103342,103432,103551,103551
104601,6,104071,103072,103343,103432,103552,103552
104601,7,104072,104071,104341,103553,103072,103552
104601,8,104073,104072,104342,104431,104551,103553
104601,9,104074,104073,104343,104342,104582,104551
104601,10,105071,104074,104433,104343,104553,104552
104601,11,105072,105071,105401,104344,105551,104554
104601,12,105073,105072,105282,105341,105552,105551
104601,13,105074,105073,105343,105342,105553,105552
104601,14,105075,105074,105344,105343,105554,105553
104601,15,105076,105075,105345,105344,105555,105554
104601,16,105077,105076,105346,105345,105556,105555
104601,17,106071,105077,105347,105346,105557,105556
104601,18,106072,106071,106341,105347,106551,105557
104601,19,106073,106072,106342,106341,106552,106551
104601,20,999999,106073,999999,106342,106553,106552
104701,1,101011,101401,101281,101401,101551,101581
104701,2,102014,102491,102281,102493,101551,101581
104701,3,103011,102401,102282,102401,102162,102581
104701,4,103012,103431,103311,103431,102163,102582
104701,5,103013,103401,103282,103401,103551,103581
104701,6,104011,103583,103283,103401,103552,103582
104701,7,104012,104401,104311,103583,103583,103582
104701,8,104013,104012,104432,104491,104581,103583
104701,9,104014,104013,104313,104312,104582,104581
104701,10,105011,104014,104284,104402,104553,104582
104701,11,105012,105011,105311,104433,105581,104583
104701,12,105013,105012,105431,105401,105582,105581
104701,13,105014,105013,105313,105431,105583,105582
104701,14,105015,105014,105284,105491,105584,105583
104701,15,105016,105015,105315,105432,105585,105584
104701,16,105017,105016,105316,105315,105586,105585
104701,17,106011,105017,105317,105316,105587,105586
104701,18,106012,106011,106311,105317,106581,105587
104701,19,106013,106012,106312,106311,106582,106581
104701,20,999999,106013,999999,106312,106583,106582
104801,1,101161,101191,101281,101431,101161,101581
104801,2,102163,102191,102311,102493,101161,101581
104801,3,103161,102192,102282,102401,102162,102581
104801,4,103162,103191,103281,103431,102163,102582
104801,5,103193,103162,103282,103491,103161,103581
104801,6,104161,103193,103283,103432,103162,103582
104801,7,104162,104191,104311,103553,103583,103401
104801,8,104163,104192,104432,104491,104581,103553
104801,9,104164,104193,104402,104432,104552,104551
104801,10,105161,104194,104314,104402,104553,104552
104801,11,105162,105191,105311,104433,105551,104553
104801,12,105163,105192,105431,105401,105582,105551
104801,13,105164,105193,105313,105431,105583,105552
104801,14,105165,105194,105314,105491,105584,105553
104801,15,105166,105195,105315,105432,105585,105554
104801,16,105167,105196,105316,105315,105586,105555
104801,17,106161,105197,105317,105316,105587,105556
104801,18,106192,106191,106311,105317,106581,105557
104801,19,106163,106192,106312,106311,106582,106551
104801,20,999999,106193,999999,106312,106583,106552
104901,1,101011,101011,101281,101401,101551,101581
104901,2,102014,102011,102281,102493,101551,101551
104901,3,103011,102014,102282,102401,102551,102581
104901,4,103012,103011,103311,103431,102552,102552
104901,5,103013,103012,103282,103491,103551,103581
104901,6,104011,103013,103283,103491,103552,103582
104901,7,104012,104491,104311,103553,103583,103552
104901,8,104013,104012,104432,104401,104581,103553
104901,9,104014,104013,104283,104432,104582,104551
104901,10,105011,104014,104314,104402,104583,104552
104901,11,105012,105011,105311,104433,105581,104583
104901,12,105013,105012,105342,105401,105582,105581
104901,13,105014,105013,105313,105431,105583,105582
104901,14,105015,105014,105314,105491,105584,105583
104901,15,105016,105015,105315,105432,105585,105584
104901,16,105017,105016,105316,105315,105586,105585
104901,17,106011,105017,105317,105316,105587,105586
104901,18,106012,106011,106311,105317,106581,105587
104901,19,106013,106012,106312,106311,106582,106581
104901,20,999999,106013,999999,106312,106583,106582
105001,1,101251,101251,101371,101521,101611,101611
105001,2,102222,102221,102371,102461,101611,101611
105001,3,103221,102222,102372,102521,102611,102611
105001,4,103252,103221,103521,103611,102613,102613
105001,5,103222,103252,103371,103522,103611,103611
105001,6,104221,103222,103372,103522,103371,103613
105001,7,104222,104221,104371,103614,103222,103613
105001,8,104223,104222,104522,104221,104611,103614
105001,9,104224,104223,104462,104222,104612,104611
105001,10,105221,104224,104463,104223,104613,104612
105001,11,105222,105221,105521,104224,105611,104613
105001,12,105223,105222,105372,105221,105612,105611
105001,13,105224,105223,105373,105222,105613,105612
105001,14,105225,105224,105523,105223,105614,105613
105001,15,105226,105225,105375,105224,105615,105614
105001,16,105227,105226,105376,105225,105616,105615
105001,17,106221,105227,105377,105226,105617,105616
105001,18,106222,106221,106371,105227,106611,105617
105001,19,106223,106222,106372,106221,106612,106611
105001,20,999999,106223,999999,106222,106613,106612
105101,1,101011,101011,101011,101401,101551,101551
105101,2,102013,102011,102281,102493,101551,101551
105101,3,103011,102013,102013,102401,102551,102551
105101,4,103012,103011,103311,103431,102552,102552
105101,5,103013,103012,103282,103401,103551,103551
105101,6,104011,103013,103283,103401,103552,103552
105101,7,104012,104011,104281,103553,103583,103552
105101,8,104013,104012,104312,104491,104581,103553
105101,9,104014,104013,104402,104282,104582,104551
105101,10,105011,104014,104314,104283,104583,104552
105101,11,105012,105011,105311,104284,105581,104553
105101,12,105013,105012,105431,105281,105552,105551
105101,13,105014,105013,105313,105282,105553,105552
105101,14,105015,105014,105314,105283,105554,105553
105101,15,105016,105015,105402,105284,105555,105554
105101,16,105017,105016,105433,105402,105556,105555
105101,17,106011,105017,105403,105433,105557,105556
105101,18,106012,106011,106401,105403,106551,105557
105101,19,106013,106012,106431,106401,106552,106551
105101,20,999999,106013,999999,106431,106553,106552
105201,1,101011,101161,101281,101401,101431,101581
105201,2,102013,102162,102311,102493,101401,101581
105201,3,103011,102163,102312,102401,102581,102581
105201,4,103012,103161,103311,103431,102401,102582
105201,5,103013,103162,103282,103491,103581,103581
105201,6,104011,103193,103283,103491,103401,103552
105201,7,104012,104161,104311,103583,103583,103491
105201,8,104013,104162,104312,104401,104581,103583
105201,9,104014,104163,104283,104312,104582,104581
105201,10,105011,104164,104314,104313,104583,104582
105201,11,105012,105161,105311,104314,105581,104583
105201,12,105013,105162,105312,105311,105582,105581
105201,13,105014,105163,105313,105312,105583,105582
105201,14,105015,105164,105314,105313,105584,105583
105201,15,105016,105165,105315,105314,105585,105584
105201,16,105017,105166,105316,105315,105586,105585
105201,17,106011,105167,105317,105316,105587,105586
105201,18,106162,106161,106311,105317,106581,105587
105201,19,106163,106162,106312,106311,106582,106581
105201,20,999999,106163,999999,106312,106583,106582
105301,1,101011,101071,101281,101401,101011,101581
105301,2,102013,102071,102281,102491,101011,101581
105301,3,103071,102013,102282,102401,102581,102581
105301,4,103012,103011,103281,103431,102013,102582
105301,5,103072,103012,103282,103401,103011,103581
105301,6,104011,103072,103343,103401,103012,103582
105301,7,104012,104071,104281,103553,103013,103582
105301,8,104013,104072,104342,104401,104551,103583
105301,9,104014,104073,104343,104342,104552,104581
105301,10,105011,104074,104344,104343,104554,104582
105301,11,105012,105071,105341,104344,105551,104583
105301,12,105013,105072,105312,105341,105552,105581
105301,13,105014,105073,105283,105342,105553,105582
105301,14,105015,105074,105284,105343,105554,105583
105301,15,105016,105075,105402,105344,105555,105584
105301,16,105017,105076,105433,105402,105556,105585
105301,17,106011,105077,105403,105433,105557,105586
105301,18,106012,106071,106401,105403,106551,105587
105301,19,106013,106072,106431,106401,106552,106581
105301,20,999999,106073,999999,106431,106553,106582
105401,1,101101,101101,101281,101431,101581,101551
105401,2,102101,102071,102341,102491,101581,101551
105401,3,103071,102101,102342,102432,102581,102551
105401,4,103101,103071,103341,103431,102582,102552
105401,5,103072,103101,103342,103432,103581,103551
105401,6,104101,103072,103343,103401,103552,103342
105401,7,104102,104101,104341,103583,103553,103582
105401,8,104103,104102,104432,104491,104581,103583
105401,9,104104,104103,104343,104102,104582,104551
105401,10,105101,104104,104344,104343,104553,104552
105401,11,105102,105101,105341,104344,105551,104553
105401,12,105103,105102,105342,105341,105582,105551
105401,13,105104,105103,105283,105342,105583,105552
105401,14,105105,105104,105284,105343,105584,105553
105401,15,105106,105105,105345,105344,105585,105554
105401,16,105107,105106,105346,105345,105586,105555
105401,17,106101,105107,105347,105346,105587,105556
105401,18,106102,106101,106281,105347,106581,105557
105401,19,106103,106102,106342,106281,106582,106551
105401,20,999999,106103,999999,106342,106583,106552
105501,1,101161,101161,101281,101431,101581,101551
105501,2,102163,102162,102341,102491,101581,101551
105501,3,103161,102163,102342,102432,102581,102551
105501,4,103162,103161,103341,103431,102582,102552
105501,5,103193,103162,103342,103432,103581,103551
105501,6,104161,103193,103343,103401,103552,103342
105501,7,104162,104161,104281,103583,103553,103582
105501,8,104163,104162,104432,104491,104581,103583
105501,9,104164,104163,104283,104282,104582,104581
105501,10,105161,104164,104433,104283,104583,104582
105501,11,105162,105161,105281,104433,105581,104583
105501,12,105163,105162,105282,105401,105582,105581
105501,13,105164,105163,105491,105431,105583,105582
105501,14,105165,105164,105432,105491,105584,105583
105501,15,105166,105165,105402,105432,105585,105584
105501,16,105167,105166,105433,105402,105586,105585
105501,17,106161,105167,105403,105433,105587,105586
105501,18,106162,106161,106401,105403,106581,105587
105501,19,106163,106162,106431,106401,106582,106581
105501,20,999999,106163,999999,106431,106583,106582
105601,1,101011,101011,101281,101431,101581,101581
105601,2,102041,102071,102341,102431,101581,101581
105601,3,103071,102041,102342,102432,102581,102581
105601,4,103041,103071,103341,103431,102582,102582
105601,5,103042,103041,103342,103432,103581,103581
105601,6,104041,103042,103343,103432,103582,103582
105601,7,104042,104041,104341,103583,103583,103582
105601,8,104043,104042,104342,104431,104581,103583
105601,9,104044,104043,104343,104432,104582,104581
105601,10,105041,104044,104344,104402,104583,104582
105601,11,105042,105041,105341,104433,105581,104583
105601,12,105043,105042,105342,105401,105582,105581
105601,13,105044,105043,105283,105431,105583,105582
105601,14,105045,105044,105344,105491,105584,105583
105601,15,105046,105045,105402,105344,105585,105584
105601,16,105047,105046,105433,105402,105586,105585
105601,17,106041,105047,105403,105433,105587,105586
105601,18,106042,106041,106401,105403,106581,105587
105601,19,106043,106042,106431,106401,106582,106581
105601,20,999999,106043,999999,106431,106583,106582
105701,1,101011,101011,101281,101401,101011,101551
105701,2,102013,102011,102281,102493,101551,101551
105701,3,103011,102013,102282,102401,102011,102551
105701,4,103012,103011,103281,103431,102552,102552
105701,5,103013,103012,103282,103401,103071,103551
105701,6,104011,103013,103283,103401,103552,103552
105701,7,104012,104011,104281,103553,103013,103552
105701,8,104013,104012,104282,104011,104551,103553
105701,9,104014,104013,104402,104012,104552,104551
105701,10,105011,104014,104284,104013,104554,104552
105701,11,105012,105011,105281,104014,105551,104553
105701,12,105013,105012,105282,105011,105552,105551
105701,13,105014,105013,105343,105012,105553,105552
105701,14,105015,105014,105284,105013,105554,105553
105701,15,105016,105015,105285,105014,105555,105554
105701,16,105017,105016,105286,105015,105556,105555
105701,17,106011,105017,105287,105016,105557,105556
105701,18,106012,106011,106281,105017,106551,105557
105701,19,106013,106012,106282,106011,106552,106551
105701,20,999999,106013,999999,106012,106553,106552
105801,1,101011,101071,101281,101401,101551,101581
105801,2,102013,102011,102311,102493,101431,101581
105801,3,103011,102401,102282,102401,102011,102551
105801,4,103012,103011,103311,103581,102401,102582
105801,5,103013,103401,103282,103432,103581,103551
105801,6,104011,103013,103283,103491,103401,103582
105801,7,104012,104491,104311,103583,103583,103401
105801,8,104013,104012,104432,104491,104581,103583
105801,9,104014,104013,104283,104282,104582,104581
105801,10,105011,104014,104314,104283,104583,104582
105801,11,105012,105011,105281,104433,105581,104583
105801,12,105013,105012,105431,105281,105582,105581
105801,13,105014,105013,105313,105282,105583,105582
105801,14,105015,105014,105314,105283,105584,105583
105801,15,105016,105015,105315,105284,105585,105584
105801,16,105017,105016,105316,105315,105586,105585
105801,17,106011,105017,105317,105316,105587,105586
105801,18,106012,106011,106311,105317,106581,105587
105801,19,106013,106012,106312,106311,106582,106581
105801,20,999999,106013,999999,106312,106583,106582
105901,1,101161,101161,101281,101431,101581,101551
105901,2,102163,102162,102341,102491,101581,101551
105901,3,103161,102163,102342,102432,102581,102551
105901,4,103162,103161,103341,103431,102582,102552
105901,5,103193,103162,103342,103432,103581,103551
105901,6,104161,103193,103343,103401,103552,103342
105901,7,104162,104161,104341,103583,103553,103582
105901,8,104163,104162,104432,104491,104581,103583
105901,9,104164,104163,104343,104342,104582,104581
105901,10,105161,104164,104433,104343,104583,104582
105901,11,105162,105161,105401,104433,105581,104583
105901,12,105163,105162,105342,105401,105582,105581
105901,13,105164,105163,105283,105431,105583,105582
105901,14,105165,105164,105432,105491,105584,105583
105901,15,105166,105165,105402,105344,105585,105584
105901,16,105167,105166,105433,105402,105586,105585
105901,17,106161,105167,105347,105433,105587,105586
105901,18,106162,106161,106401,105347,106581,105587
105901,19,106163,106162,106431,106401,106582,106581
105901,20,999999,106163,999999,106431,106583,106582
106001,1,101251,101251,101371,101521,101611,101611
106001,2,102222,102221,102371,102461,101611,101611
106001,3,103221,102222,102372,102521,102611,102611
106001,4,103252,103221,103521,103521,102613,102613
106001,5,103222,103252,103371,103522,103611,103611
106001,6,104221,103222,103372,103522,103371,103613
106001,7,104222,104221,104371,103614,103222,103613
106001,8,104223,104222,104522,104221,104611,103614
106001,9,104224,104223,104462,104222,104612,104611
106001,10,105221,104224,104463,104223,104613,104612
106001,11,105222,105221,105521,104224,105611,104613
106001,12,105223,105222,105372,105221,105612,105611
106001,13,105224,105223,105373,105222,105613,105612
106001,14,105225,105224,105523,105223,105614,105613
106001,15,105226,105225,105375,105224,105615,105614
106001,16,105227,105226,105376,105225,105616,105615
106001,17,106221,105227,105377,105226,105617,105616
106001,18,106222,106221,106371,105227,106611,105617
106001,19,106223,106222,106372,106221,106612,106611
106001,20,999999,106223,999999,106222,106613,106612
106101,1,101071,101071,101281,101401,101581,101551
106101,2,102013,102071,102281,102493,101581,101551
106101,3,103071,102013,102282,102401,102581,102551
106101,4,103012,103071,103281,103431,102582,102552
106101,5,103072,103012,103282,103401,103581,103551
106101,6,104071,103072,103283,103401,103582,103552
106101,7,104072,104071,104281,103553,103583,103552
106101,8,104073,104072,104282,104011,104551,103553
106101,9,104074,104013,104402,104012,104552,104551
106101,10,105071,104074,104284,104013,104554,104552
106101,11,105072,105071,105341,104014,105551,104554
106101,12,105073,105072,105282,105011,105552,105551
106101,13,105074,105073,105343,105012,105553,105552
106101,14,105075,105074,105284,105013,105554,105553
106101,15,105076,105075,105285,105014,105555,105554
106101,16,105077,105076,105286,105015,105556,105555
106101,17,106071,105077,105287,105016,105557,105556
106101,18,106072,106071,106341,105017,106551,105557
106101,19,106073,106072,106342,106011,106552,106551
106101,20,999999,106073,999999,106012,106553,106552
106301,1,101131,101131,101281,101551,101131,101551
106301,2,102131,102071,102341,102551,101131,101551
106301,3,103071,102131,102342,102552,102071,102551
106301,4,103131,103071,103341,103431,102131,102552
106301,5,103132,103131,103342,103342,103071,103551
106301,6,104131,103132,103343,103432,103131,103552
106301,7,104132,104131,104341,103553,103132,103582
106301,8,104133,104132,104342,104131,104551,103553
106301,9,104134,104133,104343,104132,104552,104551
106301,10,105131,104134,104433,104133,104554,104552
106301,11,105132,105131,105341,104134,105551,104553
106301,12,105133,105132,105282,105131,105552,105551
106301,13,105134,105133,105343,105132,105553,105552
106301,14,105135,105134,105344,105133,105554,105553
106301,15,105136,105135,105345,105134,105555,105554
106301,16,105137,105136,105286,105135,105556,105555
106301,17,106131,105137,105287,105136,105557,105556
106301,18,106132,106131,106341,105137,106551,105557
106301,19,106133,106132,106282,106131,106552,106551
106301,20,999999,106133,999999,106132,106553,106552
106401,1,101011,101011,101281,101401,101011,101551
106401,2,102013,102011,102281,102493,101551,101551
106401,3,103011,102013,102282,102401,102011,102551
106401,4,103012,103011,103281,103431,102552,102552
106401,5,103013,103012,103282,103401,103071,103551
106401,6,104011,103013,103283,103401,103552,103552
106401,7,104012,104011,104281,103553,103013,103552
106401,8,104013,104012,104282,104011,104551,103553
106401,9,104014,104013,104402,104012,104552,104551
106401,10,105011,104014,104284,104013,104554,104552
106401,11,105012,105011,105281,104014,105551,104553
106401,12,105013,105012,105282,105011,105552,105551
106401,13,105014,105013,105343,105012,105553,105552
106401,14,105015,105014,105284,105013,105554,105553
106401,15,105016,105015,105285,105014,105555,105554
106401,16,105017,105016,105286,105015,105556,105555
106401,17,106011,105017,105287,105016,105557,105556
106401,18,106012,106011,106281,105017,106551,105557
106401,19,106013,106012,106282,106011,106552,106551
106401,20,999999,106013,999999,106012,106553,106552
106501,1,101101,101071,101281,101431,101071,101551
106501,2,102101,102071,102341,102431,101551,101551
106501,3,103071,102101,102342,102432,102551,102551
106501,4,103101,103071,103341,103431,102552,102552
106501,5,103072,103101,103342,103432,103551,103551
106501,6,104101,103072,103343,103432,103342,103582
106501,7,104102,104101,104341,103553,103072,103552
106501,8,104103,104102,104342,104101,104551,103553
106501,9,104104,104103,104343,104102,104552,104551
106501,10,105101,104104,104344,104103,104554,104552
106501,11,105102,105101,105341,104104,105551,104553
106501,12,105103,105102,105282,105101,105552,105551
106501,13,105104,105103,105343,105102,105553,105552
106501,14,105105,105104,105344,105103,105554,105553
106501,15,105106,105105,105285,105104,105555,105554
106501,16,105107,105106,105286,105105,105556,105555
106501,17,106101,105107,105287,105106,105557,105556
106501,18,106102,106101,106281,105107,106551,105557
106501,19,106103,106102,106282,106101,106552,106551
106501,20,999999,106103,999999,106102,106553,106552
106601,1,101191,101161,101281,101401,101551,101581
106601,2,102192,102162,102311,102493,101551,101551
106601,3,103191,102163,102282,102401,102191,102551
106601,4,103192,103161,103311,103581,102552,102552
106601,5,103193,103162,103282,103401,103191,103551
106601,6,104191,103193,103283,103401,103552,103552
106601,7,104192,104161,104311,103553,103193,103582
106601,8,104193,104162,104282,104401,104551,103553
106601,9,104194,104163,104402,104282,104552,104551
106601,10,105191,104164,104433,104283,104583,104552
106601,11,105192,105161,105401,104284,105551,104554
106601,12,105193,105162,105431,105281,105552,105551
106601,13,105194,105163,105283,105282,105553,105552
106601,14,105195,105164,105284,105283,105554,105553
106601,15,105196,105165,105402,105284,105555,105554
106601,16,105197,105166,105346,105402,105556,105555
106601,17,106191,105167,105403,105346,105557,105556
106601,18,106192,106161,106401,105403,106551,105557
106601,19,106193,106162,106431,106401,106552,106551
106601,20,999999,106163,999999,106431,106553,106552
106801,1,101011,101011,101281,101401,101071,101581
106801,2,102014,102011,102311,102493,101071,101551
106801,3,103011,102014,102282,102401,102071,102551
106801,4,103012,103011,103311,103581,102582,102552
106801,5,103013,103012,103282,103401,103071,103551
106801,6,104011,103013,103283,103401,103552,103552
106801,7,104012,104011,104311,103553,103072,103582
106801,8,104013,104012,104312,104401,104551,103553
106801,9,104014,104013,104402,104432,104552,104551
