id,item_type,category,name,max_level,enable_remove,max_possession_num,effect_id_1,shop_start,shop_end,shop_new_disp_end,cost_item_num,shop_open_type,shop_open_id,shop_open_value,sold_price,sort,condition_quest_id
901,1,199,"传统式烤箱",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1500,0,0,0,750,900252,0
902,1,103,"带虹吸壶的咖啡店橱柜",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",800,0,0,0,400,900251,0
903,1,199,"咖啡店灯具",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",600,0,0,0,300,900250,0
904,1,101,"咖啡店木桌&木椅套装",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1300,0,0,0,650,900249,0
905,1,102,"咖啡店木椅",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",300,0,0,0,150,900248,0
906,1,101,"咖啡店木制吧台桌",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1200,0,0,0,600,900247,0
907,1,204,"咖啡店木质隔板",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",600,0,0,0,300,900246,0
908,1,299,"流行的咖啡店看板",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",600,0,0,0,300,900245,0
909,1,904,"上行木梯",1,1,3,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1500,0,0,0,750,900244,0
910,1,904,"下行木梯",1,1,3,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1500,0,0,0,750,900243,0
911,4,902,"正统派咖啡店墙壁",1,1,1,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1200,0,0,0,600,900242,0
912,3,901,"白色石铺地板",1,1,1,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1200,0,0,0,600,900241,0
913,1,299,"涅比亚的闲适树屋",1,1,1,10,"2020-12-10 9:00:00","","",-1,0,0,0,0,900253,0
1001,1,299,"跳出圣夜故事的绘本",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1500,0,0,0,750,900270,0
1002,1,299,"莉玛圣诞老人的软绵绵布偶装",1,1,1,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1500,0,0,0,750,900269,0
1003,1,299,"星光闪耀的圣诞树",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1200,0,0,0,600,900268,0
1004,1,199,"圣诞节暖炉",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",600,0,0,0,300,900267,0
1005,1,101,"圣夜餐桌②",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1200,0,0,0,600,900265,0
1006,1,101,"圣夜餐桌①",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",900,0,0,0,450,900266,0
1007,1,103,"圣诞树书架",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",600,0,0,0,300,900264,0
1008,1,299,"搬运梦想的雪橇",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1200,0,0,0,600,900263,0
1009,1,299,"双色角驯鹿玩偶",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",900,0,0,0,450,900262,0
1010,1,299,"绿毛驯鹿玩偶",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",900,0,0,0,450,900261,0
1011,1,102,"驯鹿椅",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",300,0,0,0,150,900260,0
1012,1,102,"甜蜜圣诞树桩蛋糕凳",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",300,0,0,0,150,900259,0
1013,1,102,"圣夜相互依偎的双人沙发",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1200,0,0,0,600,900257,0
1014,1,102,"圣夜弹力十足的单人沙发",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",900,0,0,0,450,900258,0
1015,1,104,"奔向圣夜的床",1,1,10,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1500,0,0,0,750,900256,0
1016,4,902,"装点圣夜的彩色墙壁",1,1,1,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1200,0,0,0,600,900255,0
1017,3,901,"铺有圣诞节绒毯的地板",1,1,1,0,"2020-12-20 11:00:00","2021-01-17 23:59:59","",1200,0,0,0,600,900254,0
1018,1,202,"新年年糕饰品",1,1,1,0,"2021-01-18 09:00:00","2021-02-01 23:59:59","",0,0,0,0,0,900272,0
1019,1,202,"新年门松饰品",1,1,1,0,"2021-01-18 09:00:00","2021-02-01 23:59:59","",0,0,0,0,0,900271,0
1101,1,299,"星空尖顶帐篷",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",1500,0,0,0,750,900285,0
1102,1,102,"白色摇椅",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",900,0,0,0,450,900284,0
1103,1,299,"冰雪夫人的毛绒布偶",1,1,1,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",1500,0,0,0,750,900283,0
1104,1,199,"温暖的不倒翁暖炉",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",600,0,0,0,300,900282,0
1105,1,101,"迷你熊边桌",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",300,0,0,0,150,900281,0
1106,1,299,"雪色的针织坐垫",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",900,0,0,0,450,900280,0
1107,1,299,"夜色的针织坐垫",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",900,0,0,0,450,900279,0
1108,2,299,"极光亮窗",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",1200,0,0,0,600,900278,0
1109,2,202,"冰晶横幅",1,1,10,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",600,0,0,0,300,900276,0
1110,4,902,"淡色墙壁",1,1,1,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",1200,0,0,0,600,900275,0
1111,3,901,"方块地板",1,1,1,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",1200,0,0,0,600,900274,0
1112,5,903,"冬雪背景",1,1,1,0,"2021-02-01 11:00:00","2021-03-01 23:59:59","",1200,0,0,0,600,900273,0
1113,1,202,"甜蜜情人节奖牌",1,1,1,0,"2021-02-14 11:00:00","","",-1,0,0,0,0,900286,0
1201,1,101,"1周年纪念桌",1,1,1,0,"2021-04-17 09:00:00","2021-05-14 23:59:59","",3000,0,0,0,1500,900293,0
1202,1,101,"1周年纪念边桌 ",1,1,2,0,"2021-04-17 09:00:00","2021-05-14 23:59:59","",2000,0,0,0,1000,900292,0
1203,1,202,"1周年纪念八音盒",1,1,1,0,"2021-04-17 09:00:00","2021-05-14 23:59:59","",1500,0,0,0,750,900291,0
1204,1,299,"1周年纪念雕塑",1,1,10,0,"2021-04-17 09:00:00","2021-05-14 23:59:59","",1200,0,0,0,600,900290,0
1205,1,299,"公主毛绒玩偶（佩可莉姆）",1,1,1,0,"2021-03-01 11:00:00","","",2000,0,0,0,1000,900296,0
1206,1,299,"公主毛绒玩偶（可可萝）",1,1,1,0,"2021-03-01 11:00:00","","",2000,0,0,0,1000,900295,0
1207,1,299,"公主毛绒玩偶（凯露）",1,1,1,0,"2021-03-01 11:00:00","","",2000,0,0,0,1000,900294,0
1208,1,299,"1周年纪念花柱",1,1,10,0,"2021-04-17 09:00:00","2021-05-14 23:59:59","",600,0,0,0,300,900289,0
1209,4,902,"1周年纪念墙壁",1,1,1,0,"2021-04-17 09:00:00","2021-05-14 23:59:59","",1200,0,0,0,600,900288,0
1210,3,901,"1周年纪念地板",1,1,1,0,"2021-04-17 09:00:00","2021-05-14 23:59:59","",1200,0,0,0,600,900287,0
1211,1,299,"旷世之蛋和加量米饭",1,1,1,11,"2021-03-15 11:00:00","","",-1,0,0,0,0,900297,0
1301,1,102,"哥特式沙发",1,1,10,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",1200,0,0,0,600,900305,0
1302,1,199,"哥特式梳妆台",1,1,10,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",900,0,0,0,450,900304,0
1303,1,299,"淑女熊",1,1,10,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",600,0,0,0,300,900303,0
1304,1,199,"哥特式蜡烛",1,1,10,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",600,0,0,0,300,900302,0
1305,1,104,"哥特式床",1,1,10,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",1500,0,0,0,750,900301,0
1306,1,204,"哥特式遮光帘",1,1,10,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",600,0,0,0,300,900300,0
1307,4,902,"哥特式墙帘",1,1,1,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",1200,0,0,0,600,900299,0
1308,3,901,"哥特式夜色地板",1,1,1,0,"2021-03-30 11:00:00","2021-04-16 23:59:59","",1200,0,0,0,600,900298,0
1401,1,299,"涅比亚的舒适栖息地",1,1,1,10,"2021-05-01 11:00:00","","",5000,0,0,0,2500,900309,0
1402,1,202,"春色小纹和服",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",600,0,0,0,300,900308,0
1403,1,103,"日式阶梯柜",1,1,10,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",600,0,0,0,300,900307,0
1404,5,903,"花鸟风月背景",1,1,1,0,"2021-05-01 11:00:00","2021-05-28 23:59:59","",1200,0,0,0,600,900306,0
1405,1,202,"陶醉欢喜跳跃者奖杯",1,1,1,0,"2021-06-14 11:00:00","","",-1,0,0,0,0,900310,0
1501,1,104,"木制床",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",1500,0,0,0,750,900326,0
1502,1,204,"木制篱笆",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",600,0,0,0,300,900325,0
1503,1,204,"木制隔板",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",600,0,0,0,300,900324,0
1504,1,102,"木制凳子",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",300,0,0,0,150,900323,0
1505,1,102,"木制垫凳",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",300,0,0,0,150,900322,0
1506,1,102,"木制椅子",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",300,0,0,0,150,900321,0
1507,1,102,"木制沙发",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",900,0,0,0,450,900320,0
1508,1,102,"木制沙发长椅",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",1200,0,0,0,600,900319,0
1509,1,103,"木制架子",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",600,0,0,0,300,900318,0
1510,1,101,"木制边桌",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",300,0,0,0,150,900317,0
1511,1,101,"木制矮桌",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",600,0,0,0,300,900316,0
1512,1,101,"木制餐桌",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",1200,0,0,0,600,900315,0
1513,1,201,"自家制绿色地垫",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",1200,0,0,0,600,900314,0
1514,1,201,"自家制条纹地垫",1,1,10,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",1200,0,0,0,600,900313,0
1515,4,902,"木制墙壁",1,1,1,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",1200,0,0,0,600,900312,0
1516,3,901,"木制地板",1,1,1,0,"2021-06-01 11:00:00","2021-07-01 23:59:59","",1200,0,0,0,600,900311,0
1601,1,104,"花朵图案的床",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",1500,0,0,0,750,900338,0
1602,1,204,"花朵图案的隔板",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",600,0,0,0,300,900337,0
1603,1,102,"花朵图案的坐凳",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",300,0,0,0,150,900336,0
1604,1,102,"花朵图案的椅子",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",300,0,0,0,150,900335,0
1605,1,102,"花朵图案的沙发",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",900,0,0,0,450,900334,0
1606,1,102,"花朵图案的双人沙发",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",1200,0,0,0,600,900333,0
1607,1,103,"花朵图案的衣柜",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",600,0,0,0,300,900332,0
1608,1,103,"花朵图案的置物柜",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",600,0,0,0,300,900331,0
1609,1,101,"花朵图案的矮桌",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",600,0,0,0,300,900330,0
1610,1,101,"花朵图案的餐桌",1,1,10,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",1200,0,0,0,600,900329,0
1611,4,902,"花朵图案的墙壁",1,1,1,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",1200,0,0,0,600,900328,0
1612,3,901,"花朵图案的地板",1,1,1,0,"2021-06-28 09:00:00","2021-07-28 23:59:59","",1200,0,0,0,600,900327,0
1701,1,102,"度假园区氛围的沙滩椅",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",1200,0,0,0,600,900341,0
1702,1,299,"白垩岩水盘",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",900,0,0,0,450,900340,0
1703,1,203,"度假园区植物",1,1,10,0,"2021-07-27 09:00:00","2021-08-23 10:59:59","",300,0,0,0,150,900339,0
1704,1,299,"公主毛绒玩偶（真步）",1,1,1,0,"2021-08-09 11:00:00","","",-1,0,0,0,0,900345,0
1705,1,299,"公主毛绒玩偶（真琴）",1,1,1,0,"2021-08-09 11:00:00","","",-1,0,0,0,0,900344,0
1706,1,299,"公主毛绒玩偶（香澄）",1,1,1,0,"2021-08-09 11:00:00","","",-1,0,0,0,0,900343,0
1707,1,299,"公主毛绒玩偶（香织）",1,1,1,0,"2021-08-09 11:00:00","","",-1,0,0,0,0,900342,0
1801,1,299,"清凉金鱼缸",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",1500,0,0,0,750,900348,0
1802,1,199,"绿色水母灯",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",900,0,0,0,450,900347,0
1803,1,199,"蓝色水母灯",1,1,10,0,"2021-08-23 11:00:00","2021-09-23 23:59:59","",900,0,0,0,450,900346,0
1902,1,299,"秋季魔像流水竹筒",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1800,0,0,0,900,900363,0
1903,1,104,"枫叶花纹的被窝",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1500,0,0,0,750,900362,0
1905,1,204,"秋月式样的隔扇",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",600,0,0,0,300,900360,0
1906,1,204,"月兔隔扇",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",600,0,0,0,300,900359,0
1907,1,204,"有裙板的拉门",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",600,0,0,0,300,900358,0
1908,1,199,"灯笼型照明",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",600,0,0,0,300,900357,0
1909,1,102,"老铺旅馆的座椅",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",300,0,0,0,150,900356,0
1910,1,101,"十五夜组合",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1200,0,0,0,600,900355,0
1911,1,299,"狸猫首领陶器",1,1,1,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1200,0,0,0,600,900354,0
1912,1,101,"榉木茶几",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1200,0,0,0,600,900353,0
1913,1,203,"茂盛的红叶盆栽",1,1,10,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1200,0,0,0,600,900352,0
1914,4,902,"壁龛墙壁",1,1,1,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1200,0,0,0,600,900351,0
1915,3,901,"格纹草席",1,1,1,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1200,0,0,0,600,900350,0
1916,5,903,"赏月红叶背景",1,1,1,0,"2021-09-21 11:00:00","2021-10-21 23:59:59","",1200,0,0,0,600,900349,0
2001,1,299,"镜华的黑猫扫帚",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",1500,0,0,0,750,900369,0
2002,1,299,"大眼仔靠垫",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",900,0,0,0,450,900368,0
2003,1,299,"万圣节魔术盒",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",600,0,0,0,300,900367,0
2004,1,299,"旋转兔兔",1,1,10,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",600,0,0,0,300,900366,0
2005,5,903,"万圣节世界",1,1,1,0,"2021-10-19 11:00:00","2021-11-19 23:59:59","",1200,0,0,0,600,900365,0
2101,1,299,"巧克力喷泉",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",900,0,0,0,450,900373,0
2102,1,299,"咖啡店收银台",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",900,0,0,0,450,900372,0
2103,1,299,"甜品展示柜",1,1,10,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",600,0,0,0,300,900371,0
2105,5,903,"咖啡店菜单图案背景",1,1,1,0,"2021-11-16 11:00:00","2021-12-16 23:59:59","",1200,0,0,0,600,900370,0
990101,1,201,"22地毯",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",600,0,0,0,300,900096,0
990102,1,201,"33地毯",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",600,0,0,0,300,900096,0
990103,4,902,"蓝色碎花壁纸",1,1,1,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",500,0,0,0,250,900140,0
990104,3,901,"蓝色方格地板",1,1,1,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",500,0,0,0,250,900120,0
990105,3,901,"蓝色回字地板",1,1,1,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",500,0,0,0,250,900120,0
990106,1,204,"蓝色屏风",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",300,0,0,0,150,900122,0
990107,2,202,"小电视挂画",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",450,0,0,0,225,900034,0
990108,1,103,"蓝色置物柜",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",300,0,0,0,150,900123,0
990109,1,904,"蓝色楼梯·上行",1,1,3,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",750,0,0,0,375,900119,0
990110,1,904,"蓝色楼梯·下行",1,1,3,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",750,0,0,0,375,900118,0
990111,1,202,"小电视摆件",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",150,0,0,0,75,900041,0
990112,1,102,"蓝色椅子",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",450,0,0,0,225,900127,0
990113,1,102,"蓝色坐凳",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",150,0,0,0,75,900126,0
990115,1,101,"蓝色桌子",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",600,0,0,0,300,900128,0
990116,5,903,"bilibili街区",1,1,1,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",600,0,0,0,300,900017,0
990208,3,901,"浮雕地板",1,1,1,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",1200,0,0,0,600,900027,0
990210,2,299,"半周年纪念壁挂盾徽",1,1,1,0,"2020-10-01 12:00:00","","",-1,0,0,0,0,900027,0
990211,1,202,"女神的祝福之门",1,1,1,0,"2020-12-20 11:00:00","","",-1,0,0,0,0,900027,0
990301,2,202,"福牛窗花",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",600,0,0,0,300,900124,0
990302,1,299,"新春鞭炮",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",600,0,0,0,300,900123,0
990303,1,299,"金桔树",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900122,0
990304,1,299,"福牛摆件",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900121,0
990305,1,299,"舞龙·龙珠",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900120,0
990306,1,299,"舞龙·龙头",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900119,0
990307,1,299,"舞龙·龙身①",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900118,0
990308,1,299,"舞龙·龙身②",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900117,0
990309,1,299,"舞龙·龙身③",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900116,0
990310,1,299,"舞龙·龙尾",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",300,0,0,0,150,900115,0
990311,1,299,"舞狮",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",600,0,0,0,300,900114,0
990312,1,299,"博古架",1,1,10,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",600,0,0,0,300,900113,0
990313,1,202,"莉玛玩偶·年年有鱼Ver.",1,1,1,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",600,0,0,0,300,900112,0
990314,1,202,"福牛地毯",1,1,1,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",600,0,0,0,300,900111,0
990315,4,902,"新春墙纸",1,1,1,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",1200,0,0,0,600,900110,0
990316,5,903,"银装素裹背景",1,1,1,0,"2021-02-04 12:00:00","2021-02-18 23:59:59","",600,0,0,0,300,900108,0
990317,1,299,"兔子花灯",1,1,10,0,"2021-02-26 12:00:00","2021-03-10 23:59:59","",300,0,0,0,150,900107,0
990318,1,299,"一碗汤圆",1,1,10,0,"2021-02-26 12:00:00","2021-03-10 23:59:59","",300,0,0,0,150,900106,0
990319,1,299,"糯米甜粽摆件 ",1,1,10,0,"2021-06-14 11:00:00","2021-06-28 23:59:59","",600,0,0,0,300,900105,0
990320,1,299,"鲜肉粽摆件 ",1,1,10,0,"2021-06-14 11:00:00","2021-06-28 23:59:59","",600,0,0,0,300,900104,0
990321,1,299,"小电视气球架",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",300,0,0,0,150,900103,0
990322,1,201,"小电视地毯",1,1,10,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",300,0,0,0,150,900102,0
990323,5,903,"bilibili郊外",1,1,1,0,"2021-06-26 11:00:00","2021-07-26 23:59:59","",1200,0,0,0,600,900101,0
